,crime,year,long,lat,city,neighborhood
54,LARCENY/THEFT,2015,-78.802830485421,42.891149353953296,Buffalo,.
57,LARCENY/THEFT,2015,-78.8074826544401,42.8980274874945,Buffalo,.
60,BURGLARY,2015,-78.839718644087,42.895819607281,Buffalo,.
63,ASSAULT,2015,-78.816519,42.907886,Buffalo,.
69,RAPE,2015,-78.8512216104514,42.8891805095371,Buffalo,.
71,LARCENY/THEFT,2015,-78.8911394149697,42.909741561531504,Buffalo,.
72,ROBBERY,2015,-78.8403587071604,42.9331074104757,Buffalo,.
74,ASSAULT,2015,-78.800665973302,42.9229824618002,Buffalo,.
77,LARCENY/THEFT,2015,-78.8711508898555,42.8737389276374,Buffalo,.
82,LARCENY/THEFT,2015,-78.8923187653636,42.914183459791396,Buffalo,.
85,ROBBERY,2015,-78.896056618949,42.9151336655453,Buffalo,.
88,UUV,2015,-78.88461193400958,42.949051077926796,Buffalo,.
89,ASSAULT,2015,-78.8838947875019,42.9475164036005,Buffalo,.
90,ASSAULT,2015,-78.8802609525476,42.8908375253706,Buffalo,.
93,ASSAULT,2015,-78.8898631450759,42.915836384508,Buffalo,.
94,UUV,2015,-78.85650988843442,42.92061285128821,Buffalo,.
99,BURGLARY,2015,-78.8633475471186,42.8970813165755,Buffalo,.
100,ROBBERY,2015,-78.8298889644938,42.8921369557735,Buffalo,.
101,LARCENY/THEFT,2015,-78.8786242479519,42.9544720742447,Buffalo,.
102,LARCENY/THEFT,2015,-78.8724181491467,42.905455042084,Buffalo,.
108,BURGLARY,2015,-78.8110432432622,42.84124926736421,Buffalo,.
110,UUV,2015,-78.87153080435691,42.8912439782154,Buffalo,.
116,LARCENY/THEFT,2015,-78.86032955788642,42.8981862107336,Buffalo,.
125,LARCENY/THEFT,2015,-78.84958740486441,42.94299165918171,Buffalo,.
127,RAPE,2015,-78.8804725130473,42.880492524607604,Buffalo,.
133,ASSAULT,2015,-78.8705893675091,42.8894079416685,Buffalo,.
134,BURGLARY,2015,-78.89755702256821,42.931236062937,Buffalo,.
136,LARCENY/THEFT,2015,-78.8120788967289,42.8591923391716,Buffalo,.
137,LARCENY/THEFT,2015,-78.89055015785759,42.9639344128664,Buffalo,.
139,BURGLARY,2015,-79.0276853765285,42.6337358145025,Buffalo,.
140,ASSAULT,2015,-79.0276853765285,42.6337358145025,Buffalo,.
141,UUV,2015,-78.8149637199753,42.7227773980328,Buffalo,.
153,UUV,2015,-78.89000274692509,42.9515062325905,Buffalo,.
155,BURGLARY,2015,-78.80341232908,42.886867774653204,Buffalo,.
157,UUV,2015,-78.90221127846151,42.9358877601225,Buffalo,.
163,UUV,2015,-78.8967200878826,42.913458089086,Buffalo,.
167,UUV,2015,-78.8764320673624,42.901822917271296,Buffalo,.
169,ASSAULT,2015,-78.80320303579,42.9224837206252,Buffalo,.
172,LARCENY/THEFT,2015,-78.8057834367857,42.85097303629379,Buffalo,.
180,BURGLARY,2015,-78.8008406663586,42.887723294151705,Buffalo,.
182,LARCENY/THEFT,2015,-78.8786242479519,42.9544720742447,Buffalo,.
183,LARCENY/THEFT,2015,-78.8295235991305,42.9222380724937,Buffalo,.
184,LARCENY/THEFT,2015,-78.8374685702762,42.893163057607204,Buffalo,.
185,LARCENY/THEFT,2015,-78.84656770000002,42.905583299999996,Buffalo,.
186,ASSAULT,2015,-78.8158043272322,42.877925643691604,Buffalo,.
188,ASSAULT,2015,-78.8346718755558,42.89369056933021,Buffalo,.
189,LARCENY/THEFT,2015,-78.8798193502335,42.8999209185575,Buffalo,.
192,LARCENY/THEFT,2015,-78.8835526069635,42.892447832304896,Buffalo,.
194,BURGLARY,2015,-78.8134224194892,42.849366475736105,Buffalo,.
195,UUV,2015,-78.8287800567985,42.9230353912608,Buffalo,.
199,BURGLARY,2015,-78.8076249314517,42.9166855739512,Buffalo,.
205,LARCENY/THEFT,2015,-78.8786242479519,42.9544720742447,Buffalo,.
208,LARCENY/THEFT,2015,-78.8132913274761,42.93459179248021,Buffalo,.
209,LARCENY/THEFT,2015,-78.8772963956014,42.89520794958621,Buffalo,.
216,BURGLARY,2015,-78.8350432392206,42.92993633788471,Buffalo,.
217,BURGLARY,2015,-78.79945285646751,42.907042852474,Buffalo,.
220,BURGLARY,2015,-78.8240091655075,42.84832946719821,Buffalo,.
230,UUV,2015,-78.8772418256045,42.8994336662882,Buffalo,.
233,UUV,2015,-78.8508516293014,42.9071812337486,Buffalo,.
235,LARCENY/THEFT,2015,-78.8298236246408,42.9506638467637,Buffalo,.
237,LARCENY/THEFT,2015,-78.891837718285,42.9150353575563,Buffalo,.
239,UUV,2015,-78.8903088189591,42.9078505178678,Buffalo,.
247,LARCENY/THEFT,2015,-78.84916340777941,42.9138802213909,Buffalo,.
250,ROBBERY,2015,-78.8919025662443,42.9205503631109,Buffalo,.
252,ASSAULT,2015,-78.826339580651,42.910062080634106,Buffalo,.
253,LARCENY/THEFT,2015,-78.867638591693,42.93751540682121,Buffalo,.
262,ROBBERY,2015,-78.8967575603198,42.8987508094176,Buffalo,.
263,LARCENY/THEFT,2015,-78.86032955788642,42.8981862107336,Buffalo,.
268,ASSAULT,2015,-78.8243290671852,42.892231110857296,Buffalo,.
273,LARCENY/THEFT,2015,-78.87795160736479,42.954418930366295,Buffalo,.
274,LARCENY/THEFT,2015,-78.8658437124801,42.896142264450795,Buffalo,.
277,LARCENY/THEFT,2015,-78.8752571717026,42.8822071522152,Buffalo,.
278,ASSAULT,2015,-78.8140096484526,42.8969169696486,Buffalo,.
281,LARCENY/THEFT,2015,-78.80827807469191,42.8909741470915,Buffalo,.
282,LARCENY/THEFT,2015,-78.8481216932809,42.9147057975328,Buffalo,.
284,UUV,2015,-78.8553364562142,42.899981704866704,Buffalo,.
285,ASSAULT,2015,-78.8874000289506,42.946354726540896,Buffalo,.
288,LARCENY/THEFT,2015,-78.8772295261877,42.9047019448322,Buffalo,.
291,LARCENY/THEFT,2015,-78.8162839877933,42.8963361492619,Buffalo,.
297,ASSAULT,2015,-78.8115364285891,42.85367817938229,Buffalo,.
299,LARCENY/THEFT,2015,-78.8674956129245,42.890156511113,Buffalo,.
301,LARCENY/THEFT,2015,-78.8338782053855,42.89122281337121,Buffalo,.
305,UUV,2015,-78.8506082487266,42.911325054439004,Buffalo,.
308,BURGLARY,2015,-78.84355490000002,42.892062700000004,Buffalo,.
309,LARCENY/THEFT,2015,-78.80433518314359,42.8736130068434,Buffalo,.
310,LARCENY/THEFT,2015,-78.8221266422252,42.9403906918145,Buffalo,.
312,LARCENY/THEFT,2015,-78.8948407593981,42.9109114159318,Buffalo,.
314,UUV,2015,-78.841482482832,42.916065458824,Buffalo,.
317,LARCENY/THEFT,2015,-78.8110571525641,42.834883367451404,Buffalo,.
318,ROBBERY,2015,-78.8537419145272,42.9108786756023,Buffalo,.
319,LARCENY/THEFT,2015,-78.8045491953113,42.8917497006099,Buffalo,.
320,UUV,2015,-78.87599790011141,42.89683016644421,Buffalo,.
325,UUV,2015,-78.83201627785391,42.845733085023,Buffalo,.
329,LARCENY/THEFT,2015,-78.8606605234033,42.89708785706821,Buffalo,.
332,LARCENY/THEFT,2015,-78.87127899523709,42.9012872181863,Buffalo,.
335,LARCENY/THEFT,2015,-78.86061256265721,42.9030421925958,Buffalo,.
338,ASSAULT,2015,-78.8124104879728,42.8479965520886,Buffalo,.
339,LARCENY/THEFT,2015,-78.8843161574209,42.8959854356243,Buffalo,.
341,LARCENY/THEFT,2015,-78.8902873923288,42.9260973190176,Buffalo,.
342,LARCENY/THEFT,2015,-78.8709159336363,42.8954436652519,Buffalo,.
343,LARCENY/THEFT,2015,-78.8686932762993,42.915205142841394,Buffalo,.
345,ROBBERY,2015,-78.8775173074323,42.894576289269295,Buffalo,.
347,BURGLARY,2015,-78.8965510016093,42.9242968391111,Buffalo,.
352,LARCENY/THEFT,2015,-78.82932777450891,42.9480856880806,Buffalo,.
362,UUV,2015,-78.8199978371923,42.8720725609236,Buffalo,.
363,ROBBERY,2015,-78.8140630551286,42.911239908864005,Buffalo,.
365,LARCENY/THEFT,2015,-78.8004673474475,42.919580439127,Buffalo,.
366,BURGLARY,2015,-78.8583664522575,42.909934741482786,Buffalo,.
367,LARCENY/THEFT,2015,-78.80322111948979,42.9065692176305,Buffalo,.
369,LARCENY/THEFT,2015,-78.81097046896959,42.87220062090621,Buffalo,.
371,LARCENY/THEFT,2015,-78.8039333400923,42.907418449468004,Buffalo,.
372,LARCENY/THEFT,2015,-78.82038546205109,42.8856265792201,Buffalo,.
373,BURGLARY,2015,-78.9054890169262,42.9414211811145,Buffalo,.
380,BURGLARY,2015,-78.87304497147291,42.9197490392922,Buffalo,.
381,LARCENY/THEFT,2015,-78.8418083992858,42.94937523878721,Buffalo,.
384,SEXUAL ABUSE,2015,-78.81389330638491,42.885722153879,Buffalo,.
386,ROBBERY,2015,-78.8963778,42.9239185,Buffalo,.
390,BURGLARY,2015,-78.89681845333459,42.9549450259545,Buffalo,.
391,LARCENY/THEFT,2015,-78.8240456570688,42.915307726991,Buffalo,.
393,ASSAULT,2015,-78.8735659508501,42.8955192943611,Buffalo,.
399,BURGLARY,2015,-78.808201154056,42.941681069458795,Buffalo,.
402,ASSAULT,2015,-78.8558375622725,42.8866452407894,Buffalo,.
405,BURGLARY,2015,-78.8882496152037,42.95200480966549,Buffalo,.
406,LARCENY/THEFT,2015,-78.8630467857911,42.9131062960009,Buffalo,.
410,BURGLARY,2015,-78.8388387834238,42.89060819556221,Buffalo,.
411,LARCENY/THEFT,2015,-78.8760645084278,42.9266833452948,Buffalo,.
415,ASSAULT,2015,-78.89849806408749,42.9107367734744,Buffalo,.
416,LARCENY/THEFT,2015,-78.8782562779112,42.8851903031856,Buffalo,.
419,LARCENY/THEFT,2015,-78.83061005802399,42.8577818672501,Buffalo,.
420,BURGLARY,2015,-78.84213228692141,42.9107683152856,Buffalo,.
424,ROBBERY,2015,-78.87367120592059,42.957695051870004,Buffalo,.
431,LARCENY/THEFT,2015,-78.8008830644413,42.9316252328129,Buffalo,.
434,ASSAULT,2015,-78.84728590339721,42.91130532397671,Buffalo,.
435,LARCENY/THEFT,2015,-78.865959722612,42.954202219604596,Buffalo,.
440,LARCENY/THEFT,2015,-78.8192787231845,42.957435949690506,Buffalo,.
441,LARCENY/THEFT,2015,-78.88981139444999,42.927991862164795,Buffalo,.
443,LARCENY/THEFT,2015,-78.85617146120009,42.920064884313,Buffalo,.
447,BURGLARY,2015,-78.8711508898555,42.8737389276374,Buffalo,.
449,LARCENY/THEFT,2015,-78.8906130352697,42.9465382168971,Buffalo,.
450,BURGLARY,2015,-78.81629070132949,42.8981196588767,Buffalo,.
454,LARCENY/THEFT,2015,-78.88696653797321,42.9265451938897,Buffalo,.
455,LARCENY/THEFT,2015,-78.8256046517845,42.951139309224004,Buffalo,.
457,ASSAULT,2015,-78.8232571443786,42.9429949954825,Buffalo,.
458,LARCENY/THEFT,2015,-78.8332854653566,42.8922942238764,Buffalo,.
461,BURGLARY,2015,-78.8613971903672,42.95303353625821,Buffalo,.
463,LARCENY/THEFT,2015,-78.8157762658703,42.939992183362,Buffalo,.
465,BURGLARY,2015,-78.8737169728849,42.919747336696794,Buffalo,.
468,ASSAULT,2015,-78.8291321428833,42.9176840880469,Buffalo,.
470,BURGLARY,2015,-78.80017408122721,42.942409959838,Buffalo,.
472,LARCENY/THEFT,2015,-78.8889161086035,42.9583687711701,Buffalo,.
475,BURGLARY,2015,-78.888857324726,42.923823734622296,Buffalo,.
477,UUV,2015,-78.8882004803713,42.9496177866524,Buffalo,.
478,LARCENY/THEFT,2015,-78.81353088834591,42.8886039643243,Buffalo,.
480,BURGLARY,2015,-78.8046769989855,42.91704801505389,Buffalo,.
481,BURGLARY,2015,-78.8928102335051,42.9154168747611,Buffalo,.
482,ASSAULT,2015,-78.8817778096638,42.8881171355594,Buffalo,.
484,LARCENY/THEFT,2015,-78.8680661919136,42.941163679058796,Buffalo,.
486,UUV,2015,-78.8519083518451,42.9012519829997,Buffalo,.
488,ASSAULT,2015,-78.8326632385822,42.932356147818396,Buffalo,.
489,ASSAULT,2015,-78.81709496136041,42.923306796382796,Buffalo,.
497,LARCENY/THEFT,2015,-78.8849811573248,42.948172071599394,Buffalo,.
498,UUV,2015,-78.81434204445159,42.8959833794239,Buffalo,.
500,ROBBERY,2015,-78.8512834879979,42.912091760853,Buffalo,.
508,LARCENY/THEFT,2015,-78.8373544411267,42.947162684826395,Buffalo,.
509,BURGLARY,2015,-78.82048076481671,42.8423002344058,Buffalo,.
512,LARCENY/THEFT,2015,-78.8830635226241,42.899336256309,Buffalo,.
513,RAPE,2015,-78.80019698363091,42.938294124245296,Buffalo,.
514,ROBBERY,2015,-78.8761290167563,42.877211047218104,Buffalo,.
516,LARCENY/THEFT,2015,-78.8668972224613,42.906154819219104,Buffalo,.
517,RAPE,2015,-78.8692113690658,42.889987606628,Buffalo,.
518,LARCENY/THEFT,2015,-78.8838947875019,42.9475164036005,Buffalo,.
519,LARCENY/THEFT,2015,-78.87779914384741,42.89106339440461,Buffalo,.
520,BURGLARY,2015,-78.84835073165291,42.91588513284921,Buffalo,.
521,LARCENY/THEFT,2015,-78.86278675938021,42.8968631762914,Buffalo,.
527,LARCENY/THEFT,2015,-78.8672844539215,42.9091995619224,Buffalo,.
529,BURGLARY,2015,-78.8870777793471,42.9491817542776,Buffalo,.
530,RAPE,2015,-78.8491601058047,42.9131119444399,Buffalo,.
532,BURGLARY,2015,-78.81200450505209,42.859247365775,Buffalo,.
534,BURGLARY,2015,-78.8219740372825,42.9105377227625,Buffalo,.
535,BURGLARY,2015,-78.8856887330525,42.90193603843,Buffalo,.
536,ROBBERY,2015,-78.84913888191991,42.9081730187075,Buffalo,.
537,ROBBERY,2015,-78.83445837768129,42.8778588087767,Buffalo,.
543,LARCENY/THEFT,2015,-78.8771373090862,42.9402901602431,Buffalo,.
544,LARCENY/THEFT,2015,-78.8947132424105,42.9226555317391,Buffalo,.
546,LARCENY/THEFT,2015,-78.8325798739625,42.939462934888894,Buffalo,.
550,BURGLARY,2015,-78.8771174872755,42.8968272989291,Buffalo,.
551,BURGLARY,2015,-78.8502395526147,42.921039222664106,Buffalo,.
555,ROBBERY,2015,-78.81931265454621,42.9467622816075,Buffalo,.
556,UUV,2015,-78.82367067984458,42.8956623491504,Buffalo,.
557,BURGLARY,2015,-78.8500410467011,42.9182958146451,Buffalo,.
558,LARCENY/THEFT,2015,-78.8552301581074,42.9012715808336,Buffalo,.
559,ASSAULT,2015,-78.8320378235239,42.934689792916004,Buffalo,.
561,LARCENY/THEFT,2015,-78.8009557814073,42.8780097080592,Buffalo,.
563,BURGLARY,2015,-78.8358411329933,42.87843198457421,Buffalo,.
564,ASSAULT,2015,-78.8074510323119,42.9408045050064,Buffalo,.
567,LARCENY/THEFT,2015,-78.89049504646471,42.915285916422,Buffalo,.
569,THEFT OF SERVICES,2015,-78.8715667096427,42.8989541964638,Buffalo,.
572,LARCENY/THEFT,2015,-78.8547663,42.8856825,Buffalo,.
576,ASSAULT,2015,-78.81077037665742,42.8583443367356,Buffalo,.
580,LARCENY/THEFT,2015,-78.9014450112107,42.93937459565471,Buffalo,.
582,LARCENY/THEFT,2015,-78.8221757988653,42.924119469504106,Buffalo,.
584,LARCENY/THEFT,2015,-78.8387153216662,42.91494667734121,Buffalo,.
590,ASSAULT,2015,-78.8391093919092,42.9109397414436,Buffalo,.
593,BURGLARY,2015,-78.89208615465941,42.92740953771021,Buffalo,.
597,BURGLARY,2015,-78.8020221587603,42.9158458132014,Buffalo,.
598,LARCENY/THEFT,2015,-78.799485431838,42.9270456228073,Buffalo,.
601,LARCENY/THEFT,2015,-78.8043219484897,42.93260643749621,Buffalo,.
604,ASSAULT,2015,-78.9028368248868,42.9485352053627,Buffalo,.
605,LARCENY/THEFT,2015,-78.8033159402888,42.870239979727,Buffalo,.
606,LARCENY/THEFT,2015,-78.882754,42.902964000000004,Buffalo,.
607,LARCENY/THEFT,2015,-78.80922694419459,42.874893089699,Buffalo,.
608,LARCENY/THEFT,2015,-78.8761290167563,42.877211047218104,Buffalo,.
609,LARCENY/THEFT,2015,-78.8156940879388,42.89825806539329,Buffalo,.
610,BURGLARY,2015,-78.8252733599801,42.8951376357737,Buffalo,.
611,BURGLARY,2015,-78.7996797916234,42.9185666976432,Buffalo,.
612,LARCENY/THEFT,2015,-78.82153833484209,42.923407391725,Buffalo,.
613,LARCENY/THEFT,2015,-78.8879915520085,42.9299723029473,Buffalo,.
618,LARCENY/THEFT,2015,-78.8078240055352,42.8377708587389,Buffalo,.
620,ASSAULT,2015,-78.8722852430634,42.8849860178458,Buffalo,.
626,BURGLARY,2015,-78.80071093535742,42.872028486777396,Buffalo,.
627,BURGLARY,2015,-78.80184994806321,42.930498406255296,Buffalo,.
628,BURGLARY,2015,-78.8686577177972,42.915589373604895,Buffalo,.
634,ASSAULT,2015,-78.87858643388971,42.8996497168754,Buffalo,.
635,LARCENY/THEFT,2015,-78.8819752354913,42.890366606196295,Buffalo,.
640,LARCENY/THEFT,2015,-78.8720408966897,42.952568169759,Buffalo,.
642,ASSAULT,2015,-78.84871627253459,42.9140733299215,Buffalo,.
645,BURGLARY,2015,-78.8491601300553,42.9478492813929,Buffalo,.
646,LARCENY/THEFT,2015,-78.8029244275077,42.8860729841687,Buffalo,.
648,ASSAULT,2015,-78.8388104140213,42.89277592744779,Buffalo,.
653,LARCENY/THEFT,2015,-78.8003059794128,42.9161509047375,Buffalo,.
656,LARCENY/THEFT,2015,-78.89407022666359,42.958135387740896,Buffalo,.
657,BURGLARY,2015,-78.8542985419149,42.9016030551137,Buffalo,.
659,ROBBERY,2015,-78.89188796136891,42.92510522401,Buffalo,.
663,SEXUAL ABUSE,2015,-78.86118632169091,42.8895134647564,Buffalo,.
664,LARCENY/THEFT,2015,-78.8786280947084,42.884914956109206,Buffalo,.
667,LARCENY/THEFT,2015,-78.89049504646471,42.915285916422,Buffalo,.
669,LARCENY/THEFT,2015,-78.8819752354913,42.890366606196295,Buffalo,.
676,LARCENY/THEFT,2015,-78.8711668,42.944894399999995,Buffalo,.
681,BURGLARY,2015,-78.8883416091177,42.8873864269307,Buffalo,.
685,ASSAULT,2015,-78.8870052232187,42.926819477940704,Buffalo,.
687,ASSAULT,2015,-78.8131259412962,42.9302842563871,Buffalo,.
692,LARCENY/THEFT,2015,-78.8537419145272,42.9108786756023,Buffalo,.
693,LARCENY/THEFT,2015,-78.8685485897422,42.8757210420393,Buffalo,.
694,BURGLARY,2015,-78.9014296162274,42.9363838299571,Buffalo,.
695,LARCENY/THEFT,2015,-78.8111945305657,42.8519776402128,Buffalo,.
700,ASSAULT,2015,-78.8805851302046,42.9194827609035,Buffalo,.
704,BURGLARY,2015,-78.82350631251309,42.9398390332554,Buffalo,.
705,BURGLARY,2015,-78.89344738043509,42.9084731504117,Buffalo,.
706,LARCENY/THEFT,2015,-78.8210898670489,42.903871941065795,Buffalo,.
712,BURGLARY,2015,-78.86787736780171,42.900143293866,Buffalo,.
713,LARCENY/THEFT,2015,-78.87292036195159,42.893133751455295,Buffalo,.
718,LARCENY/THEFT,2015,-78.82536248017979,42.9274602957187,Buffalo,.
719,RAPE,2015,-78.8940892814912,42.9619218497104,Buffalo,.
721,LARCENY/THEFT,2015,-78.8157762658703,42.939992183362,Buffalo,.
722,ASSAULT,2015,-78.80674001393821,42.9300773875994,Buffalo,.
723,ASSAULT,2015,-78.8383771962471,42.914426095208796,Buffalo,.
724,ASSAULT,2015,-78.8736560344645,42.8988117232135,Buffalo,.
731,BURGLARY,2015,-78.86747824278271,42.861976790731894,Buffalo,.
734,UUV,2015,-78.81337734914091,42.9376373079401,Buffalo,.
735,SEXUAL ABUSE,2015,-78.89122226383509,42.91138766332121,Buffalo,.
736,ASSAULT,2015,-78.8318814573056,42.9422357528154,Buffalo,.
739,UUV,2015,-78.80652270468009,42.9215992582534,Buffalo,.
741,LARCENY/THEFT,2015,-78.8016541102696,42.9384834249282,Buffalo,.
742,ASSAULT,2015,-78.84993702635,42.928805074428794,Buffalo,.
744,BURGLARY,2015,-78.8923162547355,42.9211528985541,Buffalo,.
745,LARCENY/THEFT,2015,-78.8752571717026,42.8822071522152,Buffalo,.
749,LARCENY/THEFT,2015,-78.8033464653277,42.9103280879674,Buffalo,.
751,ASSAULT,2015,-78.85571886137059,42.8851089466584,Buffalo,.
752,ASSAULT,2015,-78.81430065275191,42.9148887826906,Buffalo,.
758,BURGLARY,2015,-78.8128486172365,42.9360469287052,Buffalo,.
760,LARCENY/THEFT,2015,-78.8786242479519,42.9544720742447,Buffalo,.
761,ASSAULT,2015,-78.81369495599729,42.9226551598621,Buffalo,.
762,LARCENY/THEFT,2015,-78.8820353256417,42.895085928233705,Buffalo,.
770,ROBBERY,2015,-78.86782871284609,42.905795804221505,Buffalo,.
771,LARCENY/THEFT,2015,-78.8150664443686,42.890110003717105,Buffalo,.
773,LARCENY/THEFT,2015,-78.85050839811491,42.9400535829634,Buffalo,.
775,BURGLARY,2015,-78.9021539269682,42.9537229946043,Buffalo,.
783,ASSAULT,2015,-78.8426533144254,42.945998383352105,Buffalo,.
786,LARCENY/THEFT,2015,-78.8307928916738,42.9035495523688,Buffalo,.
787,LARCENY/THEFT,2015,-78.89068540000002,42.9144734,Buffalo,.
789,LARCENY/THEFT,2015,-78.8765872346781,42.9266820074364,Buffalo,.
791,ASSAULT,2015,-78.8274130158742,42.91722130799021,Buffalo,.
792,ASSAULT,2015,-78.8062585506099,42.889743348785,Buffalo,.
793,ASSAULT,2015,-78.8086801852613,42.9296620048779,Buffalo,.
801,SEXUAL ABUSE,2015,-78.8519338974589,42.9243279028139,Buffalo,.
804,ASSAULT,2015,-78.87366490716141,42.892747722128,Buffalo,.
806,LARCENY/THEFT,2015,-78.8092269144738,42.8544236128569,Buffalo,.
807,LARCENY/THEFT,2015,-78.8075267628152,42.9204997480788,Buffalo,.
809,LARCENY/THEFT,2015,-78.8695892318506,42.882934874791005,Buffalo,.
813,LARCENY/THEFT,2015,-78.87740632490359,42.9183385450609,Buffalo,.
816,ASSAULT,2015,-78.8294487106003,42.9221833561235,Buffalo,.
818,LARCENY/THEFT,2015,-78.8808705941644,42.916738148461704,Buffalo,.
824,ASSAULT,2015,-78.81762140454691,42.9242935131004,Buffalo,.
830,LARCENY/THEFT,2015,-78.8814263742738,42.9081209395833,Buffalo,.
833,RAPE,2015,-78.8754652917753,42.9263007346134,Buffalo,.
834,BURGLARY,2015,-78.8231418002591,42.9421446405469,Buffalo,.
841,LARCENY/THEFT,2015,-78.87373799656629,42.8924182707655,Buffalo,.
847,LARCENY/THEFT,2015,-78.8689356285484,42.9515058561014,Buffalo,.
850,BURGLARY,2015,-78.80532940062321,42.83873609104911,Buffalo,.
852,LARCENY/THEFT,2015,-78.8761564645768,42.875125619802496,Buffalo,.
858,ASSAULT,2015,-78.80005680042059,42.9089624246801,Buffalo,.
860,LARCENY/THEFT,2015,-78.8796558696707,42.9125431741114,Buffalo,.
864,ASSAULT,2015,-78.81398660308359,42.9307764214041,Buffalo,.
865,LARCENY/THEFT,2015,-78.87414223031121,42.8831429115517,Buffalo,.
871,LARCENY/THEFT,2015,-78.9029694636258,42.9525134246705,Buffalo,.
874,LARCENY/THEFT,2015,-78.8479323459553,42.9053496204779,Buffalo,.
877,LARCENY/THEFT,2015,-78.85480728327829,42.949482342281605,Buffalo,.
878,LARCENY/THEFT,2015,-78.8717835364498,42.937450160310895,Buffalo,.
880,LARCENY/THEFT,2015,-78.887059951212,42.9151578879373,Buffalo,.
886,RAPE,2015,-78.8723944,42.8901724,Buffalo,.
887,LARCENY/THEFT,2015,-78.8629716874808,42.937773849805296,Buffalo,.
892,ASSAULT,2015,-78.81093133215691,42.92244117803849,Buffalo,.
894,LARCENY/THEFT,2015,-78.82558302347451,42.945624201912295,Buffalo,.
895,BURGLARY,2015,-78.8112915714657,42.8682213342694,Buffalo,.
896,BURGLARY,2015,-78.81340744853209,42.9055888424488,Buffalo,.
897,BURGLARY,2015,-78.83419907134359,42.95194395371649,Buffalo,.
898,BURGLARY,2015,-78.8011166430997,42.9131311042458,Buffalo,.
908,LARCENY/THEFT,2015,-78.8232743901188,42.8704468435534,Buffalo,.
909,ASSAULT,2015,-78.8568004845083,42.9018989328254,Buffalo,.
911,ASSAULT,2015,-78.8156201051617,42.8884899891155,Buffalo,.
916,LARCENY/THEFT,2015,-78.8385765090866,42.9355808754674,Buffalo,.
917,LARCENY/THEFT,2015,-78.8712332029317,42.94757638662721,Buffalo,.
921,LARCENY/THEFT,2015,-78.8650426745302,42.9005344473419,Buffalo,.
923,BURGLARY,2015,-78.89713073726621,42.9061033804196,Buffalo,.
925,ASSAULT,2015,-78.8747379319798,42.890796838613795,Buffalo,.
926,LARCENY/THEFT,2015,-78.801246821848,42.9076979823632,Buffalo,.
927,ASSAULT,2015,-78.8719410700525,42.899200202560394,Buffalo,.
929,ROBBERY,2015,-78.9043046275859,42.957860201330995,Buffalo,.
932,UUV,2015,-78.8880685306015,42.930438555095,Buffalo,.
936,LARCENY/THEFT,2015,-78.87675014571859,42.898062987365996,Buffalo,.
941,LARCENY/THEFT,2015,-78.8819752354913,42.890366606196295,Buffalo,.
