crime,year,long,lat,city,neighborhood
BURGLARY-RESIDENCE,2016,-84.3788,33.76572,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2016,-84.37101,33.79789,Atlanta,Piedmont Heights
BURGLARY-RESIDENCE,2016,-84.47023,33.79988,Atlanta,Scotts Crossing
LARCENY-FROM VEHICLE,2016,-84.46145,33.71144,Atlanta,Adams Park
LARCENY-FROM VEHICLE,2016,-84.29326,33.75223,Atlanta,East Lake
AUTO THEFT,2016,-84.35197,33.76339,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2016,-84.51051,33.65806,Atlanta,Princeton Lakes
AGG ASSAULT,2016,-84.46204,33.77924,Atlanta,Center Hill
LARCENY-FROM VEHICLE,2016,-84.37156,33.67225,Atlanta,South River Gardens
LARCENY-NON VEHICLE,2016,-84.38351,33.77817,Atlanta,Midtown
LARCENY-FROM VEHICLE,2016,-84.35601,33.81123,Atlanta,Lindridge/Martin Manor
AUTO THEFT,2016,-84.40821,33.79289,Atlanta,Berkeley Park
LARCENY-FROM VEHICLE,2016,-84.45154000000002,33.81845,Atlanta,Bolton
LARCENY-FROM VEHICLE,2016,-84.49082,33.69748,Atlanta,Southwest
BURGLARY-RESIDENCE,2016,-84.40523,33.74505,Atlanta,The Villages at Castleberry H
LARCENY-NON VEHICLE,2016,-84.35859,33.762840000000004,Atlanta,Inman Park
LARCENY-NON VEHICLE,2016,-84.44088,33.73863,Atlanta,Westview
ROBBERY-PEDESTRIAN,2016,-84.38875999999998,33.6811,Atlanta,Browns Mill Park
LARCENY-NON VEHICLE,2016,-84.48909,33.688959999999994,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2016,-84.49055,33.78577,Atlanta,Collier Heights
AUTO THEFT,2016,-84.40271,33.748740000000005,Atlanta,Castleberry Hill
LARCENY-FROM VEHICLE,2016,-84.38198,33.75168,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.38772,33.78346,Atlanta,Midtown
BURGLARY-RESIDENCE,2016,-84.40755,33.74662,Atlanta,The Villages at Castleberry H
BURGLARY-RESIDENCE,2016,-84.35689,33.65775,Atlanta,South River Gardens
BURGLARY-RESIDENCE,2016,-84.37484,33.76409,Atlanta,Old Fourth Ward
LARCENY-NON VEHICLE,2016,-84.44696,33.738620000000004,Atlanta,Westwood Terrace
AGG ASSAULT,2016,-84.36662,33.65109,Atlanta,South River Gardens
AGG ASSAULT,2016,-84.38905,33.749829999999996,Atlanta,Downtown
AUTO THEFT,2016,-84.40294,33.76343,Atlanta,English Avenue
AUTO THEFT,2016,-84.40779,33.73424,Atlanta,Pittsburgh
BURGLARY-RESIDENCE,2016,-84.51236,33.75908,Atlanta,Wisteria Gardens
ROBBERY-PEDESTRIAN,2016,-84.46073,33.77689,Atlanta,Center Hill
AGG ASSAULT,2016,-84.43243000000002,33.75273,Atlanta,Mozley Park
LARCENY-FROM VEHICLE,2016,-84.44946999999998,33.79214,Atlanta,West Highlands
LARCENY-NON VEHICLE,2016,-84.4405,33.74118,Atlanta,Westview
AGG ASSAULT,2016,-84.4285,33.76324,Atlanta,Hunter Hills
LARCENY-FROM VEHICLE,2016,-84.39012,33.75786,Atlanta,Downtown
ROBBERY-COMMERCIAL,2016,-84.33423,33.74718,Atlanta,Kirkwood
AUTO THEFT,2016,-84.38124,33.76332,Atlanta,Old Fourth Ward
AGG ASSAULT,2016,-84.4059,33.68116,Atlanta,Hammond Park
LARCENY-FROM VEHICLE,2016,-84.40695,33.77013,Atlanta,English Avenue
BURGLARY-RESIDENCE,2016,-84.35835,33.82915,Atlanta,Pine Hills
LARCENY-NON VEHICLE,2016,-84.36328,33.82403,Atlanta,Lindbergh/Morosgo
LARCENY-NON VEHICLE,2016,-84.36211999999998,33.846759999999996,Atlanta,Lenox
ROBBERY-PEDESTRIAN,2016,-84.33683,33.73488,Atlanta,East Atlanta
LARCENY-FROM VEHICLE,2016,-84.38295,33.78363,Atlanta,Midtown
LARCENY-NON VEHICLE,2016,-84.39779,33.79282,Atlanta,Atlantic Station
LARCENY-NON VEHICLE,2016,-84.39487,33.75757,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.36135,33.77197,Atlanta,Poncey-Highland
AUTO THEFT,2016,-84.38789,33.76149,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.40974,33.78332,Atlanta,Home Park
AGG ASSAULT,2016,-84.41663,33.75456,Atlanta,Atlanta University Center
AGG ASSAULT,2016,-84.35925,33.70515,Atlanta,Thomasville Heights
AUTO THEFT,2016,-84.42560999999998,33.80058,Atlanta,Blandtown
LARCENY-FROM VEHICLE,2016,-84.3922,33.72767,Atlanta,Peoplestown
LARCENY-FROM VEHICLE,2016,-84.42560999999998,33.80058,Atlanta,Blandtown
AGG ASSAULT,2016,-84.41578,33.69105,Atlanta,Perkerson
LARCENY-FROM VEHICLE,2016,-84.45593000000002,33.76362,Atlanta,Dixie Hills
LARCENY-FROM VEHICLE,2016,-84.38429000000002,33.76051,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.3767,33.756209999999996,Atlanta,Sweet Auburn
BURGLARY-NONRES,2016,-84.40109,33.794290000000004,Atlanta,Loring Heights
LARCENY-FROM VEHICLE,2016,-84.37389,33.75247,Atlanta,Sweet Auburn
AGG ASSAULT,2016,-84.37904,33.76866,Atlanta,Old Fourth Ward
LARCENY-NON VEHICLE,2016,-84.38837,33.75943,Atlanta,Downtown
AUTO THEFT,2016,-84.37083,33.75302,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2016,-84.4244,33.70527,Atlanta,Sylvan Hills
LARCENY-FROM VEHICLE,2016,-84.47537,33.81069,Atlanta,Riverside
BURGLARY-RESIDENCE,2016,-84.44001,33.749309999999994,Atlanta,Mozley Park
LARCENY-NON VEHICLE,2016,-84.40773,33.79757,Atlanta,Loring Heights
LARCENY-FROM VEHICLE,2016,-84.40628000000002,33.74297,Atlanta,Mechanicsville
RAPE,2016,-84.4621,33.70498,Atlanta,Adams Park
LARCENY-FROM VEHICLE,2016,-84.37127,33.759609999999995,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2016,-84.36218000000002,33.82144,Atlanta,Lindbergh/Morosgo
AGG ASSAULT,2016,-84.39327,33.74978,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.41136999999998,33.73417,Atlanta,Adair Park
LARCENY-NON VEHICLE,2016,-84.41278,33.80388,Atlanta,Berkeley Park
LARCENY-FROM VEHICLE,2016,-84.41108,33.7401,Atlanta,Adair Park
LARCENY-FROM VEHICLE,2016,-84.4119,33.78345,Atlanta,Home Park
LARCENY-FROM VEHICLE,2016,-84.39293,33.76729,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.37231,33.75192,Atlanta,Sweet Auburn
LARCENY-FROM VEHICLE,2016,-84.37453000000002,33.75352,Atlanta,Sweet Auburn
BURGLARY-NONRES,2016,-84.3645,33.77859,Atlanta,Virginia Highland
AGG ASSAULT,2016,-84.40821,33.79289,Atlanta,Berkeley Park
LARCENY-FROM VEHICLE,2016,-84.37436,33.8399,Atlanta,Buckhead Village
LARCENY-NON VEHICLE,2016,-84.37709,33.83958,Atlanta,Buckhead Village
LARCENY-NON VEHICLE,2016,-84.37234000000002,33.76721,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2016,-84.41362,33.7509,Atlanta,Atlanta University Center
AGG ASSAULT,2016,-84.50877,33.65777,Atlanta,Princeton Lakes
ROBBERY-PEDESTRIAN,2016,-84.41454,33.76746,Atlanta,English Avenue
LARCENY-FROM VEHICLE,2016,-84.37544,33.841029999999996,Atlanta,Buckhead Village
LARCENY-FROM VEHICLE,2016,-84.38475,33.7574,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2016,-84.3466,33.74006,Atlanta,East Atlanta
LARCENY-FROM VEHICLE,2016,-84.38486999999998,33.76896,Atlanta,Downtown
LARCENY-FROM VEHICLE,2016,-84.39669,33.76296,Atlanta,Downtown
ROBBERY-COMMERCIAL,2016,-84.36726999999998,33.823609999999995,Atlanta,Lindbergh/Morosgo
AGG ASSAULT,2016,-84.3945,33.73487,Atlanta,Mechanicsville
AUTO THEFT,2016,-84.39416999999997,33.68294,Atlanta,Browns Mill Park
AUTO THEFT,2016,-84.41384000000002,33.75823,Atlanta,Vine City
LARCENY-NON VEHICLE,2016,-84.38493000000003,33.773140000000005,Atlanta,Midtown
LARCENY-NON VEHICLE,2016,-84.37954,33.65837,Atlanta,Blair Villa/Poole Creek
LARCENY-FROM VEHICLE,2016,-84.41408,33.75805,Atlanta,Vine City
BURGLARY-RESIDENCE,2016,-84.43788,33.71946,Atlanta,Venetian Hills
LARCENY-FROM VEHICLE,2016,-84.44779,33.76,Atlanta,Dixie Hills
AGG ASSAULT,2016,-84.40777,33.68029,Atlanta,Hammond Park
LARCENY-NON VEHICLE,2016,-84.39791,33.7486,Atlanta,Downtown
AGG ASSAULT,2016,-84.3708,33.67935,Atlanta,Rosedale Heights
BURGLARY-RESIDENCE,2016,-84.42407,33.70143,Atlanta,Sylvan Hills
AUTO THEFT,2016,-84.35911999999998,33.7591,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2016,-84.4368,33.820479999999996,Atlanta,Underwood Hills
LARCENY-NON VEHICLE,2016,-84.39451,33.68072,Atlanta,Glenrose Heights
LARCENY-NON VEHICLE,2016,-84.36328,33.82403,Atlanta,Lindbergh/Morosgo
LARCENY-FROM VEHICLE,2016,-84.36085,33.692370000000004,Atlanta,Leila Valley
BURGLARY-RESIDENCE,2016,-84.42631999999998,33.7557,Atlanta,Hunter Hills
AGG ASSAULT,2016,-84.33017,33.75085,Atlanta,Kirkwood
LARCENY-FROM VEHICLE,2016,-84.41629,33.756,Atlanta,Vine City
AUTO THEFT,2016,-84.36416,33.85085,Atlanta,North Buckhead
LARCENY-FROM VEHICLE,2016,-84.40715,33.79368,Atlanta,Loring Heights
LARCENY-NON VEHICLE,2016,-84.43444000000002,33.7172,Atlanta,Venetian Hills
LARCENY-FROM VEHICLE,2016,-84.41575,33.79835,Atlanta,Berkeley Park
LARCENY-NON VEHICLE,2016,-84.49773,33.68677,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2016,-84.39395,33.75197,Atlanta,Downtown
AUTO THEFT,2016,-84.40013,33.7391,Atlanta,Mechanicsville
LARCENY-FROM VEHICLE,2016,-84.50908000000003,33.65571,Atlanta,Princeton Lakes
LARCENY-FROM VEHICLE,2016,-84.36395,33.8291,Atlanta,Lindbergh/Morosgo
LARCENY-NON VEHICLE,2016,-84.34619,33.75674,Atlanta,Edgewood
LARCENY-NON VEHICLE,2016,-84.49773,33.68677,Atlanta,Greenbriar
LARCENY-FROM VEHICLE,2016,-84.36887,33.840340000000005,Atlanta,Peachtree Park
LARCENY-NON VEHICLE,2016,-84.36328,33.82403,Atlanta,Lindbergh/Morosgo
LARCENY-FROM VEHICLE,2016,-84.39454,33.768879999999996,Atlanta,Downtown
LARCENY-NON VEHICLE,2016,-84.39779,33.79282,Atlanta,Atlantic Station
LARCENY-FROM VEHICLE,2016,-84.36116,33.85252,Atlanta,North Buckhead
LARCENY-NON VEHICLE,2016,-84.35947,33.77659,Atlanta,Virginia Highland
LARCENY-FROM VEHICLE,2016,-84.36601,33.75114,Atlanta,Cabbagetown
LARCENY-FROM VEHICLE,2016,-84.38306999999998,33.78152,Atlanta,Midtown
LARCENY-FROM VEHICLE,2016,-84.382,33.78405,Atlanta,Midtown
AGG ASSAULT,2016,-84.52804,33.74926,Atlanta,Boulder Park
ROBBERY-PEDESTRIAN,2016,-84.42286999999997,33.75799,Atlanta,Washington Park
LARCENY-FROM VEHICLE,2016,-84.39088000000002,33.726490000000005,Atlanta,Peoplestown
LARCENY-FROM VEHICLE,2016,-84.41226,33.70189,Atlanta,Sylvan Hills
BURGLARY-RESIDENCE,2016,-84.39067,33.67273,Atlanta,Glenrose Heights
AUTO THEFT,2016,-84.45149,33.70055,Atlanta,Fort Valley
LARCENY-FROM VEHICLE,2016,-84.38594,33.717040000000004,Atlanta,South Atlanta
LARCENY-NON VEHICLE,2016,-84.37976,33.70722,Atlanta,Lakewood Heights
LARCENY-NON VEHICLE,2016,-84.38526,33.77407,Atlanta,Midtown
LARCENY-FROM VEHICLE,2016,-84.37292,33.7816,Atlanta,Midtown
LARCENY-FROM VEHICLE,2016,-84.43245,33.80397,Atlanta,Underwood Hills
LARCENY-FROM VEHICLE,2016,-84.35261,33.77711,Atlanta,Virginia Highland
BURGLARY-RESIDENCE,2016,-84.34891999999998,33.75161,Atlanta,Edgewood
LARCENY-NON VEHICLE,2016,-84.34619,33.75674,Atlanta,Edgewood
AUTO THEFT,2016,-84.42560999999998,33.80058,Atlanta,Blandtown
AUTO THEFT,2016,-84.39779,33.79282,Atlanta,Atlantic Station
ROBBERY-PEDESTRIAN,2016,-84.3915,33.766529999999996,Atlanta,Downtown
ROBBERY-COMMERCIAL,2016,-84.3338,33.74718,Atlanta,Kirkwood
LARCENY-FROM VEHICLE,2016,-84.3719,33.77303,Atlanta,Old Fourth Ward
LARCENY-NON VEHICLE,2016,-84.35566,33.776379999999996,Atlanta,Virginia Highland
LARCENY-FROM VEHICLE,2016,-84.35725,33.76204,Atlanta,Inman Park
AGG ASSAULT,2016,-84.35918000000002,33.69907,Atlanta,Thomasville Heights
LARCENY-FROM VEHICLE,2016,-84.41755,33.75472,Atlanta,Atlanta University Center
AUTO THEFT,2016,-84.51621,33.69231,Atlanta,Kings Forest
LARCENY-FROM VEHICLE,2016,-84.41535,33.75092,Atlanta,Atlanta University Center
BURGLARY-RESIDENCE,2016,-84.35455,33.74709,Atlanta,Reynoldstown
AGG ASSAULT,2016,-84.35804,33.825070000000004,Atlanta,Pine Hills
ROBBERY-PEDESTRIAN,2016,-84.36131,33.82674,Atlanta,Lindbergh/Morosgo
AGG ASSAULT,2016,-84.36726999999998,33.823609999999995,Atlanta,Lindbergh/Morosgo
LARCENY-FROM VEHICLE,2016,-84.40691,33.775220000000004,Atlanta,Marietta Street Artery
AGG ASSAULT,2016,-84.34994,33.70941,Atlanta,Custer/McDonough/Guice
ROBBERY-PEDESTRIAN,2016,-84.37224,33.75529,Atlanta,Sweet Auburn
LARCENY-FROM VEHICLE,2016,-84.3775,33.84144000000001,Atlanta,Buckhead Forest
LARCENY-FROM VEHICLE,2016,-84.39375,33.80426,Atlanta,Ardmore
AUTO THEFT,2016,-84.38257,33.7318,Atlanta,Summerhill
LARCENY-FROM VEHICLE,2016,-84.37550999999998,33.841,Atlanta,Buckhead Village
AGG ASSAULT,2016,-84.42527,33.72185,Atlanta,Oakland City
AUTO THEFT,2016,-84.36971,33.68967,Atlanta,Lakewood
LARCENY-FROM VEHICLE,2016,-84.47838,33.70861,Atlanta,Laurens Valley
LARCENY-FROM VEHICLE,2016,-84.38125,33.677859999999995,Atlanta,Rosedale Heights
LARCENY-FROM VEHICLE,2016,-84.35095,33.65716,Atlanta,South River Gardens
BURGLARY-NONRES,2016,-84.3812,33.786570000000005,Atlanta,Midtown
LARCENY-NON VEHICLE,2016,-84.39009,33.75934,Atlanta,Downtown
LARCENY-NON VEHICLE,2016,-84.39276,33.71691,Atlanta,The Villages at Carver
AUTO THEFT,2016,-84.43755999999998,33.759440000000005,Atlanta,Hunter Hills
LARCENY-FROM VEHICLE,2016,-84.42054,33.706720000000004,Atlanta,Sylvan Hills
BURGLARY-NONRES,2016,-84.50409,33.75893,Atlanta,Adamsville
LARCENY-FROM VEHICLE,2016,-84.36667,33.66591,Atlanta,South River Gardens
LARCENY-NON VEHICLE,2016,-84.37462,33.84564,Atlanta,Buckhead Forest
BURGLARY-NONRES,2016,-84.37735,33.840720000000005,Atlanta,Buckhead Forest
AUTO THEFT,2016,-84.49371,33.680659999999996,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2016,-84.36211999999998,33.846759999999996,Atlanta,Lenox
BURGLARY-RESIDENCE,2016,-84.52113,33.66574,Atlanta,Ben Hill
LARCENY-NON VEHICLE,2016,-84.46728,33.75095,Atlanta,Florida Heights
AUTO THEFT,2016,-84.33688000000002,33.75675,Atlanta,Edgewood
AUTO THEFT,2016,-84.37521,33.7554,Atlanta,Sweet Auburn
LARCENY-NON VEHICLE,2016,-84.40258,33.72408,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2016,-84.36521,33.824,Atlanta,Lindbergh/Morosgo
LARCENY-FROM VEHICLE,2016,-84.35595,33.746759999999995,Atlanta,Reynoldstown
LARCENY-NON VEHICLE,2016,-84.42756,33.73492,Atlanta,West End
LARCENY-FROM VEHICLE,2016,-84.41738000000002,33.74057,Atlanta,West End
LARCENY-FROM VEHICLE,2016,-84.50908000000003,33.65571,Atlanta,Princeton Lakes
LARCENY-NON VEHICLE,2016,-84.50908000000003,33.65571,Atlanta,Princeton Lakes
AGG ASSAULT,2016,-84.43115,33.76498,Atlanta,Bankhead
LARCENY-FROM VEHICLE,2016,-84.40819,33.69845,Atlanta,Sylvan Hills
LARCENY-NON VEHICLE,2016,-84.39921,33.79303,Atlanta,Atlantic Station
BURGLARY-RESIDENCE,2016,-84.39106,33.72911,Atlanta,Peoplestown
BURGLARY-NONRES,2016,-84.3713,33.81007,Atlanta,Piedmont Heights
LARCENY-NON VEHICLE,2016,-84.34619,33.75674,Atlanta,Edgewood
LARCENY-NON VEHICLE,2016,-84.40135,33.794000000000004,Atlanta,Loring Heights
BURGLARY-RESIDENCE,2016,-84.38561999999997,33.67286,Atlanta,Glenrose Heights
LARCENY-NON VEHICLE,2016,-84.46168,33.705729999999996,Atlanta,Adams Park
LARCENY-NON VEHICLE,2016,-84.37075,33.849109999999996,Atlanta,North Buckhead
BURGLARY-RESIDENCE,2016,-84.44919,33.789559999999994,Atlanta,West Highlands
LARCENY-NON VEHICLE,2016,-84.34915,33.76686,Atlanta,Inman Park
LARCENY-NON VEHICLE,2016,-84.41638,33.78182,Atlanta,English Avenue
LARCENY-NON VEHICLE,2016,-84.36278,33.85302,Atlanta,North Buckhead
BURGLARY-RESIDENCE,2016,-84.49086,33.7421,Atlanta,Ivan Hill
LARCENY-NON VEHICLE,2016,-84.36211999999998,33.846759999999996,Atlanta,Lenox
AUTO THEFT,2016,-84.37101,33.79789,Atlanta,Piedmont Heights
BURGLARY-RESIDENCE,2016,-84.39366,33.6835,Atlanta,Browns Mill Park
AUTO THEFT,2016,-84.48742,33.68841,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2016,-84.38306999999998,33.78152,Atlanta,Midtown
LARCENY-NON VEHICLE,2016,-84.40066999999998,33.73794,Atlanta,Mechanicsville
AGG ASSAULT,2016,-84.37996,33.682390000000005,Atlanta,Rosedale Heights
LARCENY-NON VEHICLE,2016,-84.40902,33.68274,Atlanta,Perkerson
ROBBERY-PEDESTRIAN,2016,-84.45724,33.70035,Atlanta,Campbellton Road
ROBBERY-PEDESTRIAN,2016,-84.41314,33.71208,Atlanta,Capitol View
AUTO THEFT,2016,-84.42475,33.698679999999996,Atlanta,Sylvan Hills
ROBBERY-PEDESTRIAN,2016,-84.42565,33.71597,Atlanta,Oakland City
LARCENY-FROM VEHICLE,2016,-84.50787,33.65486,Atlanta,Princeton Lakes
LARCENY-FROM VEHICLE,2016,-84.36887,33.840340000000005,Atlanta,Peachtree Park
LARCENY-FROM VEHICLE,2016,-84.43491999999998,33.821940000000005,Atlanta,Hanover West
ROBBERY-PEDESTRIAN,2016,-84.53090999999998,33.73114,Atlanta,Midwest Cascade
LARCENY-FROM VEHICLE,2016,-84.36831,33.80965,Atlanta,Piedmont Heights
AGG ASSAULT,2016,-84.36187,33.77361,Atlanta,Poncey-Highland
LARCENY-NON VEHICLE,2016,-84.40341,33.74348,Atlanta,Castleberry Hill
LARCENY-FROM VEHICLE,2016,-84.38763,33.79204,Atlanta,Midtown
BURGLARY-RESIDENCE,2016,-84.51128,33.775420000000004,Atlanta,Carroll Heights
LARCENY-NON VEHICLE,2016,-84.43737,33.787690000000005,Atlanta,Rockdale
HOMICIDE,2016,-84.44895,33.77,Atlanta,Grove Park
LARCENY-NON VEHICLE,2016,-84.37075,33.849109999999996,Atlanta,North Buckhead
BURGLARY-RESIDENCE,2016,-84.37442,33.75932,Atlanta,Sweet Auburn
BURGLARY-RESIDENCE,2016,-84.44247,33.736540000000005,Atlanta,Westview
LARCENY-FROM VEHICLE,2016,-84.43644,33.80169,Atlanta,Hills Park
LARCENY-FROM VEHICLE,2016,-84.38417,33.77756,Atlanta,Midtown
LARCENY-FROM VEHICLE,2016,-84.41017,33.70278,Atlanta,Sylvan Hills
LARCENY-NON VEHICLE,2016,-84.40756999999998,33.78347,Atlanta,Home Park
LARCENY-NON VEHICLE,2016,-84.36379000000002,33.8491,Atlanta,Lenox
LARCENY-FROM VEHICLE,2016,-84.37706,33.74993,Atlanta,Sweet Auburn
LARCENY-FROM VEHICLE,2016,-84.36849000000002,33.84792,Atlanta,North Buckhead
LARCENY-NON VEHICLE,2016,-84.47414,33.77733,Atlanta,Brookview Heights
LARCENY-FROM VEHICLE,2016,-84.38354,33.760670000000005,Atlanta,Downtown
BURGLARY-RESIDENCE,2016,-84.39153,33.672909999999995,Atlanta,Glenrose Heights
LARCENY-FROM VEHICLE,2016,-84.35638,33.8468,Atlanta,Buckhead Heights
BURGLARY-RESIDENCE,2016,-84.35915,33.70825,Atlanta,Thomasville Heights
