crime,year,long,lat,city,neighborhood
LARCENY-FROM VEHICLE,2014,-84.36913,33.74662,Atlanta,Grant Park
LARCENY-FROM VEHICLE,2014,-84.39674000000002,33.70731,Atlanta,Betmar LaVilla
LARCENY-NON VEHICLE,2014,-84.37075,33.849109999999996,Atlanta,North Buckhead
AUTO THEFT,2014,-84.4026,33.7404,Atlanta,Mechanicsville
LARCENY-FROM VEHICLE,2014,-84.35193000000002,33.76448,Atlanta,Inman Park
LARCENY-NON VEHICLE,2014,-84.3941,33.7606,Atlanta,Downtown
AGG ASSAULT,2014,-84.3251,33.7495,Atlanta,Kirkwood
AUTO THEFT,2014,-84.36484,33.759009999999996,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.4416,33.71223,Atlanta,Venetian Hills
LARCENY-NON VEHICLE,2014,-84.53775,33.6911,Atlanta,Arlington Estates
LARCENY-NON VEHICLE,2014,-84.37101,33.79789,Atlanta,Piedmont Heights
LARCENY-FROM VEHICLE,2014,-84.38231999999998,33.76967,Atlanta,Downtown
LARCENY-FROM VEHICLE,2014,-84.40414,33.74749,Atlanta,Castleberry Hill
LARCENY-NON VEHICLE,2014,-84.41685,33.74057,Atlanta,West End
LARCENY-NON VEHICLE,2014,-84.34619,33.75674,Atlanta,Edgewood
LARCENY-FROM VEHICLE,2014,-84.40002,33.751909999999995,Atlanta,Castleberry Hill
BURGLARY-RESIDENCE,2014,-84.5078,33.771679999999996,Atlanta,Fairburn Heights
LARCENY-NON VEHICLE,2014,-84.37143,33.7429,Atlanta,Grant Park
LARCENY-NON VEHICLE,2014,-84.4071,33.801809999999996,Atlanta,Loring Heights
LARCENY-NON VEHICLE,2014,-84.39246,33.78344,Atlanta,Home Park
LARCENY-NON VEHICLE,2014,-84.34619,33.75674,Atlanta,Edgewood
LARCENY-FROM VEHICLE,2014,-84.39421999999998,33.68148,Atlanta,Browns Mill Park
LARCENY-FROM VEHICLE,2014,-84.41676,33.75145,Atlanta,Atlanta University Center
AGG ASSAULT,2014,-84.41645,33.751979999999996,Atlanta,Atlanta University Center
LARCENY-NON VEHICLE,2014,-84.48809,33.75148,Atlanta,Harland Terrace
LARCENY-FROM VEHICLE,2014,-84.37519,33.849909999999994,Atlanta,North Buckhead
AGG ASSAULT,2014,-84.41185,33.78703,Atlanta,Blandtown
LARCENY-FROM VEHICLE,2014,-84.38515,33.71904,Atlanta,South Atlanta
LARCENY-FROM VEHICLE,2014,-84.40774,33.71803,Atlanta,Capitol View Manor
LARCENY-NON VEHICLE,2014,-84.40126,33.68076,Atlanta,Hammond Park
LARCENY-NON VEHICLE,2014,-84.48917,33.68992,Atlanta,Greenbriar
BURGLARY-RESIDENCE,2014,-84.50366,33.74507,Atlanta,Mays
LARCENY-FROM VEHICLE,2014,-84.41284,33.80733,Atlanta,Wildwood (NPU-C)
ROBBERY-PEDESTRIAN,2014,-84.35332,33.720209999999994,Atlanta,Woodland Hills
LARCENY-FROM VEHICLE,2014,-84.39612,33.82206,Atlanta,Peachtree Battle Alliance
LARCENY-FROM VEHICLE,2014,-84.38537,33.77785,Atlanta,Midtown
AGG ASSAULT,2014,-84.45118000000002,33.7738,Atlanta,Grove Park
BURGLARY-RESIDENCE,2014,-84.36584,33.7813,Atlanta,Virginia Highland
ROBBERY-PEDESTRIAN,2014,-84.45656,33.70105,Atlanta,Campbellton Road
LARCENY-FROM VEHICLE,2014,-84.34900999999998,33.7636,Atlanta,Candler Park
LARCENY-FROM VEHICLE,2014,-84.51051,33.65806,Atlanta,Princeton Lakes
ROBBERY-COMMERCIAL,2014,-84.34879000000002,33.74299,Atlanta,East Atlanta
BURGLARY-RESIDENCE,2014,-84.44238,33.74327,Atlanta,Westview
ROBBERY-PEDESTRIAN,2014,-84.41744,33.74635,Atlanta,Atlanta University Center
LARCENY-FROM VEHICLE,2014,-84.39835,33.7007,Atlanta,Lakewood Heights
LARCENY-FROM VEHICLE,2014,-84.38101,33.7793,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.3683,33.84663,Atlanta,North Buckhead
LARCENY-FROM VEHICLE,2014,-84.3291,33.74752,Atlanta,Kirkwood
LARCENY-NON VEHICLE,2014,-84.38495999999998,33.76158,Atlanta,Downtown
LARCENY-NON VEHICLE,2014,-84.38993,33.79153,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.4861,33.70073,Atlanta,Southwest
LARCENY-NON VEHICLE,2014,-84.39132,33.693670000000004,Atlanta,Browns Mill Park
LARCENY-FROM VEHICLE,2014,-84.51004,33.6569,Atlanta,Princeton Lakes
LARCENY-NON VEHICLE,2014,-84.38495999999998,33.76158,Atlanta,Downtown
LARCENY-NON VEHICLE,2014,-84.49347,33.69814,Atlanta,Southwest
BURGLARY-RESIDENCE,2014,-84.36636999999997,33.7676,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2014,-84.45371999999998,33.77173,Atlanta,Grove Park
LARCENY-FROM VEHICLE,2014,-84.353,33.76352,Atlanta,Inman Park
ROBBERY-PEDESTRIAN,2014,-84.38113,33.67729,Atlanta,Rosedale Heights
LARCENY-FROM VEHICLE,2014,-84.40966,33.749140000000004,Atlanta,The Villages at Castleberry H
LARCENY-FROM VEHICLE,2014,-84.38378,33.78179,Atlanta,Midtown
LARCENY-FROM VEHICLE,2014,-84.38817,33.7847,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.39381,33.71983,Atlanta,Pittsburgh
ROBBERY-RESIDENCE,2014,-84.44329,33.71875,Atlanta,Venetian Hills
BURGLARY-RESIDENCE,2014,-84.52377,33.6639,Atlanta,Ben Hill
LARCENY-FROM VEHICLE,2014,-84.37867,33.78218,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.36211999999998,33.846759999999996,Atlanta,Lenox
LARCENY-FROM VEHICLE,2014,-84.40661999999998,33.75563,Atlanta,Vine City
LARCENY-NON VEHICLE,2014,-84.49773,33.68677,Atlanta,Greenbriar
BURGLARY-RESIDENCE,2014,-84.36561,33.76462,Atlanta,Old Fourth Ward
ROBBERY-PEDESTRIAN,2014,-84.40817,33.71646,Atlanta,Capitol View
LARCENY-FROM VEHICLE,2014,-84.35683,33.83092,Atlanta,Pine Hills
LARCENY-FROM VEHICLE,2014,-84.38105,33.854690000000005,Atlanta,North Buckhead
LARCENY-FROM VEHICLE,2014,-84.35269,33.776140000000005,Atlanta,Virginia Highland
LARCENY-FROM VEHICLE,2014,-84.35257,33.79282,Atlanta,Morningside/Lenox Park
LARCENY-FROM VEHICLE,2014,-84.36595,33.80792,Atlanta,Morningside/Lenox Park
LARCENY-FROM VEHICLE,2014,-84.3529,33.77183,Atlanta,Poncey-Highland
LARCENY-NON VEHICLE,2014,-84.45149,33.70055,Atlanta,Fort Valley
LARCENY-FROM VEHICLE,2014,-84.43621999999998,33.80887,Atlanta,Underwood Hills
LARCENY-FROM VEHICLE,2014,-84.37201999999998,33.75565,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.52046,33.7557,Atlanta,Baker Hills
LARCENY-FROM VEHICLE,2014,-84.38808,33.79278,Atlanta,Midtown
AGG ASSAULT,2014,-84.38803,33.686640000000004,Atlanta,Browns Mill Park
ROBBERY-PEDESTRIAN,2014,-84.34415,33.739059999999995,Atlanta,East Atlanta
BURGLARY-RESIDENCE,2014,-84.45881999999997,33.78308,Atlanta,Almond Park
ROBBERY-PEDESTRIAN,2014,-84.40100000000002,33.74858,Atlanta,Castleberry Hill
AUTO THEFT,2014,-84.37025,33.71496,Atlanta,Chosewood Park
LARCENY-FROM VEHICLE,2014,-84.43035,33.74353,Atlanta,West End
LARCENY-FROM VEHICLE,2014,-84.37788,33.74988,Atlanta,Sweet Auburn
AUTO THEFT,2014,-84.41315999999998,33.72824,Atlanta,Adair Park
LARCENY-NON VEHICLE,2014,-84.45606,33.77333,Atlanta,Grove Park
LARCENY-NON VEHICLE,2014,-84.34968,33.752759999999995,Atlanta,Reynoldstown
LARCENY-NON VEHICLE,2014,-84.4097,33.75951,Atlanta,Vine City
LARCENY-FROM VEHICLE,2014,-84.42868,33.74006,Atlanta,West End
LARCENY-NON VEHICLE,2014,-84.46025999999998,33.784209999999995,Atlanta,Almond Park
BURGLARY-RESIDENCE,2014,-84.39226,33.84527,Atlanta,South Tuxedo Park
AUTO THEFT,2014,-84.41294,33.72855,Atlanta,Adair Park
AUTO THEFT,2014,-84.4081,33.6972,Atlanta,Sylvan Hills
AUTO THEFT,2014,-84.39153,33.672909999999995,Atlanta,Glenrose Heights
LARCENY-NON VEHICLE,2014,-84.38799999999998,33.7969,Atlanta,Midtown
LARCENY-FROM VEHICLE,2014,-84.44861,33.73655,Atlanta,Westwood Terrace
AUTO THEFT,2014,-84.50968,33.74349,Atlanta,Fairburn Mays
LARCENY-FROM VEHICLE,2014,-84.39389,33.7162,Atlanta,High Point
LARCENY-FROM VEHICLE,2014,-84.35688,33.77793,Atlanta,Virginia Highland
BURGLARY-RESIDENCE,2014,-84.40488,33.7399,Atlanta,Mechanicsville
LARCENY-NON VEHICLE,2014,-84.38023000000003,33.77067,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.36480999999998,33.8201,Atlanta,Lindbergh/Morosgo
BURGLARY-NONRES,2014,-84.47041999999998,33.77544,Atlanta,Center Hill
BURGLARY-RESIDENCE,2014,-84.39416999999997,33.68294,Atlanta,Browns Mill Park
LARCENY-NON VEHICLE,2014,-84.3746,33.76826,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.42057,33.74647,Atlanta,Ashview Heights
LARCENY-FROM VEHICLE,2014,-84.39872,33.67341,Atlanta,Hammond Park
LARCENY-NON VEHICLE,2014,-84.46669,33.75246,Atlanta,Florida Heights
LARCENY-FROM VEHICLE,2014,-84.41328,33.82029,Atlanta,Memorial Park
LARCENY-FROM VEHICLE,2014,-84.33442,33.753609999999995,Atlanta,Kirkwood
AUTO THEFT,2014,-84.3834,33.70489,Atlanta,Lakewood Heights
ROBBERY-PEDESTRIAN,2014,-84.36801,33.77073,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.37999,33.66063,Atlanta,Blair Villa/Poole Creek
AGG ASSAULT,2014,-84.40523,33.74505,Atlanta,The Villages at Castleberry H
LARCENY-FROM VEHICLE,2014,-84.4181,33.75265,Atlanta,Ashview Heights
LARCENY-FROM VEHICLE,2014,-84.4104,33.77941,Atlanta,Marietta Street Artery
LARCENY-FROM VEHICLE,2014,-84.44071,33.73752,Atlanta,Westview
BURGLARY-NONRES,2014,-84.46392,33.722120000000004,Atlanta,Adams Park
LARCENY-FROM VEHICLE,2014,-84.42678000000002,33.701370000000004,Atlanta,Sylvan Hills
AGG ASSAULT,2014,-84.38750999999998,33.771609999999995,Atlanta,Midtown
AUTO THEFT,2014,-84.37742,33.72745,Atlanta,Grant Park
LARCENY-FROM VEHICLE,2014,-84.36764000000002,33.7407,Atlanta,Grant Park
AUTO THEFT,2014,-84.43109,33.71924,Atlanta,Venetian Hills
LARCENY-FROM VEHICLE,2014,-84.41635,33.715709999999994,Atlanta,Capitol View
LARCENY-FROM VEHICLE,2014,-84.35441,33.76981,Atlanta,Poncey-Highland
LARCENY-FROM VEHICLE,2014,-84.37742,33.72745,Atlanta,Grant Park
LARCENY-FROM VEHICLE,2014,-84.42575,33.79388,Atlanta,Blandtown
LARCENY-NON VEHICLE,2014,-84.49240999999998,33.782090000000004,Atlanta,Collier Heights
AUTO THEFT,2014,-84.35391,33.724579999999996,Atlanta,Woodland Hills
AUTO THEFT,2014,-84.38955,33.731,Atlanta,Peoplestown
LARCENY-FROM VEHICLE,2014,-84.427,33.72898,Atlanta,Oakland City
AUTO THEFT,2014,-84.37567,33.73868,Atlanta,Grant Park
LARCENY-NON VEHICLE,2014,-84.41685,33.74057,Atlanta,West End
LARCENY-FROM VEHICLE,2014,-84.33440999999998,33.76721,Atlanta,Candler Park
BURGLARY-RESIDENCE,2014,-84.45724,33.784259999999996,Atlanta,Almond Park
AGG ASSAULT,2014,-84.38625,33.76214,Atlanta,Downtown
AUTO THEFT,2014,-84.45114000000002,33.75633,Atlanta,Dixie Hills
BURGLARY-RESIDENCE,2014,-84.45299,33.71445,Atlanta,Venetian Hills
LARCENY-FROM VEHICLE,2014,-84.43301,33.71515,Atlanta,Venetian Hills
LARCENY-NON VEHICLE,2014,-84.50658,33.686209999999996,Atlanta,Mellwood
BURGLARY-RESIDENCE,2014,-84.39748,33.69612,Atlanta,Polar Rock
LARCENY-NON VEHICLE,2014,-84.3841,33.83399,Atlanta,Peachtree Heights West
BURGLARY-RESIDENCE,2014,-84.33391999999998,33.76542,Atlanta,Candler Park
AUTO THEFT,2014,-84.49266,33.69258,Atlanta,Southwest
LARCENY-NON VEHICLE,2014,-84.39201,33.7532,Atlanta,Downtown
LARCENY-NON VEHICLE,2014,-84.38214,33.76657,Atlanta,Downtown
BURGLARY-RESIDENCE,2014,-84.4904,33.778079999999996,Atlanta,Collier Heights
LARCENY-FROM VEHICLE,2014,-84.39033,33.78095,Atlanta,Midtown
LARCENY-FROM VEHICLE,2014,-84.40477,33.782990000000005,Atlanta,Home Park
LARCENY-FROM VEHICLE,2014,-84.41733,33.717459999999996,Atlanta,Capitol View
LARCENY-NON VEHICLE,2014,-84.41278,33.80388,Atlanta,Berkeley Park
BURGLARY-RESIDENCE,2014,-84.4683,33.70146,Atlanta,Campbellton Road
BURGLARY-RESIDENCE,2014,-84.39853000000002,33.691720000000004,Atlanta,Polar Rock
AUTO THEFT,2014,-84.51109,33.73158,Atlanta,Fairburn Mays
AUTO THEFT,2014,-84.43276,33.73812,Atlanta,West End
LARCENY-NON VEHICLE,2014,-84.38701999999998,33.76044,Atlanta,Downtown
LARCENY-NON VEHICLE,2014,-84.4084,33.69753,Atlanta,Sylvan Hills
BURGLARY-RESIDENCE,2014,-84.40034,33.67684000000001,Atlanta,Hammond Park
LARCENY-FROM VEHICLE,2014,-84.37788,33.74988,Atlanta,Sweet Auburn
LARCENY-NON VEHICLE,2014,-84.35821999999997,33.77344,Atlanta,Poncey-Highland
AUTO THEFT,2014,-84.41121,33.74957,Atlanta,The Villages at Castleberry H
LARCENY-NON VEHICLE,2014,-84.41141,33.79772,Atlanta,Berkeley Park
BURGLARY-RESIDENCE,2014,-84.36822,33.853590000000004,Atlanta,North Buckhead
LARCENY-FROM VEHICLE,2014,-84.40191999999998,33.738040000000005,Atlanta,Mechanicsville
LARCENY-NON VEHICLE,2014,-84.38023000000003,33.77067,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2014,-84.38136999999998,33.77778,Atlanta,Midtown
LARCENY-FROM VEHICLE,2014,-84.37815,33.83672,Atlanta,Garden Hills
LARCENY-FROM VEHICLE,2014,-84.39657,33.7623,Atlanta,Downtown
LARCENY-FROM VEHICLE,2014,-84.35013000000002,33.76771,Atlanta,Inman Park
LARCENY-NON VEHICLE,2014,-84.3555,33.82569,Atlanta,Pine Hills
AGG ASSAULT,2014,-84.41648,33.76213,Atlanta,Vine City
BURGLARY-RESIDENCE,2014,-84.4196,33.75092,Atlanta,Ashview Heights
LARCENY-NON VEHICLE,2014,-84.4206,33.74082,Atlanta,West End
LARCENY-NON VEHICLE,2014,-84.41722,33.74095,Atlanta,West End
BURGLARY-RESIDENCE,2014,-84.3745,33.70698,Atlanta,Lakewood Heights
LARCENY-NON VEHICLE,2014,-84.36211999999998,33.846759999999996,Atlanta,Lenox
AUTO THEFT,2014,-84.47815,33.777429999999995,Atlanta,Collier Heights
AUTO THEFT,2014,-84.39775999999998,33.79072,Atlanta,Atlantic Station
BURGLARY-RESIDENCE,2014,-84.48265,33.69869,Atlanta,Southwest
LARCENY-FROM VEHICLE,2014,-84.38129,33.78976,Atlanta,Ansley Park
LARCENY-NON VEHICLE,2014,-84.38701999999998,33.76044,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2014,-84.49328,33.68845,Atlanta,Greenbriar
AGG ASSAULT,2014,-84.48344,33.76198,Atlanta,Collier Heights
LARCENY-FROM VEHICLE,2014,-84.38537,33.77785,Atlanta,Midtown
ROBBERY-RESIDENCE,2014,-84.43948,33.76467,Atlanta,Grove Park
AGG ASSAULT,2014,-84.41622,33.70344,Atlanta,Sylvan Hills
LARCENY-NON VEHICLE,2014,-84.35647,33.70552,Atlanta,Thomasville Heights
AUTO THEFT,2014,-84.41946999999998,33.70986,Atlanta,Sylvan Hills
LARCENY-FROM VEHICLE,2014,-84.34674,33.74127,Atlanta,East Atlanta
LARCENY-NON VEHICLE,2014,-84.40943,33.69729,Atlanta,Sylvan Hills
AUTO THEFT,2014,-84.41263000000002,33.714859999999994,Atlanta,Capitol View
LARCENY-NON VEHICLE,2014,-84.35199,33.8195,Atlanta,Lindridge/Martin Manor
ROBBERY-PEDESTRIAN,2014,-84.40645,33.75138,Atlanta,Atlanta University Center
LARCENY-FROM VEHICLE,2014,-84.36992,33.7551,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.35188000000002,33.816309999999994,Atlanta,Lindridge/Martin Manor
LARCENY-FROM VEHICLE,2014,-84.38696999999998,33.776959999999995,Atlanta,Midtown
AGG ASSAULT,2014,-84.48265,33.69869,Atlanta,Southwest
ROBBERY-PEDESTRIAN,2014,-84.3761,33.77452,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.38377,33.8527,Atlanta,South Tuxedo Park
ROBBERY-PEDESTRIAN,2014,-84.42049,33.74071,Atlanta,West End
ROBBERY-PEDESTRIAN,2014,-84.34814,33.7419,Atlanta,East Atlanta
LARCENY-NON VEHICLE,2014,-84.3769,33.75416,Atlanta,Sweet Auburn
LARCENY-NON VEHICLE,2014,-84.38064,33.837709999999994,Atlanta,Buckhead Village
ROBBERY-PEDESTRIAN,2014,-84.43099000000002,33.7294,Atlanta,Oakland City
AGG ASSAULT,2014,-84.4071,33.801809999999996,Atlanta,Loring Heights
ROBBERY-PEDESTRIAN,2014,-84.38009,33.70735,Atlanta,Lakewood Heights
LARCENY-FROM VEHICLE,2014,-84.37718000000002,33.73916,Atlanta,Grant Park
AUTO THEFT,2014,-84.46781999999997,33.77491,Atlanta,Center Hill
RAPE,2014,-84.37813,33.76846,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2014,-84.44131999999998,33.74116,Atlanta,Westview
AUTO THEFT,2014,-84.4026,33.7404,Atlanta,Mechanicsville
BURGLARY-RESIDENCE,2014,-84.48473,33.70025,Atlanta,Southwest
AUTO THEFT,2014,-84.45212,33.7743,Atlanta,Grove Park
LARCENY-FROM VEHICLE,2014,-84.3499,33.85953,Atlanta,Brookhaven
LARCENY-FROM VEHICLE,2014,-84.38185,33.75546,Atlanta,Downtown
LARCENY-FROM VEHICLE,2014,-84.41691999999998,33.72402,Atlanta,Oakland City
LARCENY-NON VEHICLE,2014,-84.34533,33.7641,Atlanta,Candler Park
ROBBERY-PEDESTRIAN,2014,-84.40629,33.75772,Atlanta,Vine City
ROBBERY-PEDESTRIAN,2014,-84.37388,33.69151,Atlanta,Lakewood
AGG ASSAULT,2014,-84.4259,33.76449,Atlanta,Bankhead
AUTO THEFT,2014,-84.53885,33.6884,Atlanta,Fairway Acres
BURGLARY-NONRES,2014,-84.34958,33.73393,Atlanta,Ormewood Park
LARCENY-FROM VEHICLE,2014,-84.38574,33.73895,Atlanta,Summerhill
BURGLARY-RESIDENCE,2014,-84.49525,33.78072,Atlanta,Collier Heights
AUTO THEFT,2014,-84.35364,33.76408,Atlanta,Inman Park
BURGLARY-RESIDENCE,2014,-84.35692,33.71513,Atlanta,Custer/McDonough/Guice
BURGLARY-NONRES,2014,-84.4205,33.738009999999996,Atlanta,West End
LARCENY-NON VEHICLE,2014,-84.38329,33.78379,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.39246,33.78344,Atlanta,Home Park
BURGLARY-RESIDENCE,2014,-84.41926,33.772079999999995,Atlanta,Bankhead
LARCENY-NON VEHICLE,2014,-84.38493000000003,33.83468,Atlanta,Peachtree Heights West
BURGLARY-RESIDENCE,2014,-84.47631,33.7241,Atlanta,Audobon Forest
BURGLARY-RESIDENCE,2014,-84.41769000000002,33.762859999999996,Atlanta,Washington Park
BURGLARY-RESIDENCE,2014,-84.48473,33.70025,Atlanta,Southwest
BURGLARY-RESIDENCE,2014,-84.36561,33.76462,Atlanta,Old Fourth Ward
LARCENY-NON VEHICLE,2014,-84.3906,33.68119,Atlanta,Browns Mill Park
LARCENY-NON VEHICLE,2014,-84.43758000000003,33.73384,Atlanta,Westview
LARCENY-NON VEHICLE,2014,-84.36633,33.84779,Atlanta,Lenox
ROBBERY-COMMERCIAL,2014,-84.45645,33.82221,Atlanta,Bolton
LARCENY-NON VEHICLE,2014,-84.34619,33.75674,Atlanta,Edgewood
LARCENY-NON VEHICLE,2014,-84.39704,33.72463,Atlanta,Pittsburgh
BURGLARY-RESIDENCE,2014,-84.4939,33.69204000000001,Atlanta,Southwest
LARCENY-NON VEHICLE,2014,-84.38688,33.72765,Atlanta,Peoplestown
BURGLARY-RESIDENCE,2014,-84.34997,33.76084,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2014,-84.40869,33.80077,Atlanta,Berkeley Park
LARCENY-NON VEHICLE,2014,-84.40719,33.77429,Atlanta,Marietta Street Artery
BURGLARY-RESIDENCE,2014,-84.37923,33.70709,Atlanta,Lakewood Heights
LARCENY-FROM VEHICLE,2014,-84.37186,33.75275,Atlanta,Sweet Auburn
BURGLARY-RESIDENCE,2014,-84.33644,33.75546,Atlanta,Edgewood
LARCENY-FROM VEHICLE,2014,-84.37964000000002,33.77782,Atlanta,Midtown
LARCENY-NON VEHICLE,2014,-84.3834,33.75895,Atlanta,Downtown
LARCENY-FROM VEHICLE,2014,-84.32141,33.758829999999996,Atlanta,Kirkwood
ROBBERY-PEDESTRIAN,2014,-84.34521,33.74034,Atlanta,East Atlanta
BURGLARY-RESIDENCE,2014,-84.48262,33.751290000000004,Atlanta,Harland Terrace
LARCENY-FROM VEHICLE,2014,-84.36532,33.827420000000004,Atlanta,Lindbergh/Morosgo
AUTO THEFT,2014,-84.34962,33.71382,Atlanta,Custer/McDonough/Guice
LARCENY-NON VEHICLE,2014,-84.3834,33.75895,Atlanta,Downtown
AUTO THEFT,2014,-84.40221,33.73365,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2014,-84.39324,33.80409,Atlanta,Brookwood Hills
BURGLARY-RESIDENCE,2014,-84.45888000000002,33.70778,Atlanta,Adams Park
LARCENY-NON VEHICLE,2014,-84.49452,33.78735,Atlanta,Bankhead/Bolton
LARCENY-NON VEHICLE,2014,-84.36533,33.76115,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2014,-84.41011999999998,33.76872,Atlanta,English Avenue
BURGLARY-RESIDENCE,2014,-84.4991,33.77967,Atlanta,Bankhead/Bolton
LARCENY-FROM VEHICLE,2014,-84.41394,33.74177,Atlanta,Atlanta University Center
LARCENY-FROM VEHICLE,2014,-84.37285,33.746390000000005,Atlanta,Grant Park
LARCENY-FROM VEHICLE,2014,-84.41960999999998,33.75262,Atlanta,Ashview Heights
LARCENY-NON VEHICLE,2014,-84.47594000000002,33.81125,Atlanta,Riverside
LARCENY-NON VEHICLE,2014,-84.48965,33.68764,Atlanta,Greenbriar
BURGLARY-RESIDENCE,2014,-84.42189,33.870779999999996,Atlanta,Mt. Paran/Northside
ROBBERY-PEDESTRIAN,2014,-84.37445,33.77154,Atlanta,Old Fourth Ward
AGG ASSAULT,2014,-84.40776,33.72364,Atlanta,Pittsburgh
AUTO THEFT,2014,-84.35606,33.85362,Atlanta,Ridgedale Park
AGG ASSAULT,2014,-84.4042,33.76507,Atlanta,English Avenue
RAPE,2014,-84.38686,33.742290000000004,Atlanta,Summerhill
LARCENY-FROM VEHICLE,2014,-84.35037,33.766709999999996,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2014,-84.38486999999998,33.76896,Atlanta,Downtown
AUTO THEFT,2014,-84.43056999999997,33.724070000000005,Atlanta,Oakland City
LARCENY-FROM VEHICLE,2014,-84.41277,33.809020000000004,Atlanta,Channing Valley
LARCENY-FROM VEHICLE,2014,-84.49328,33.68845,Atlanta,Greenbriar
LARCENY-FROM VEHICLE,2014,-84.40628000000002,33.74297,Atlanta,Mechanicsville
AUTO THEFT,2014,-84.41379,33.75804,Atlanta,Vine City
LARCENY-FROM VEHICLE,2014,-84.41490999999998,33.75327,Atlanta,Atlanta University Center
ROBBERY-PEDESTRIAN,2014,-84.36816,33.74015,Atlanta,Grant Park
ROBBERY-PEDESTRIAN,2014,-84.42000999999998,33.737790000000004,Atlanta,West End
