crime,year,long,lat,city,neighborhood
LARCENY-FROM VEHICLE,2010,-84.38418,33.760940000000005,Atlanta,Downtown
AUTO THEFT,2010,-84.39488,33.80108,Atlanta,Brookwood
BURGLARY-RESIDENCE,2010,-84.42558000000002,33.7636,Atlanta,Bankhead
LARCENY-FROM VEHICLE,2010,-84.4042,33.76507,Atlanta,English Avenue
LARCENY-FROM VEHICLE,2010,-84.49901,33.77948,Atlanta,Bankhead/Bolton
LARCENY-NON VEHICLE,2010,-84.53090999999998,33.69197,Atlanta,Elmco Estates
LARCENY-FROM VEHICLE,2010,-84.40041,33.72404,Atlanta,Pittsburgh
LARCENY-FROM VEHICLE,2010,-84.38991999999998,33.7573,Atlanta,Downtown
LARCENY-NON VEHICLE,2010,-84.39692,33.793209999999995,Atlanta,Atlantic Station
LARCENY-FROM VEHICLE,2010,-84.38534,33.79112,Atlanta,Midtown
LARCENY-FROM VEHICLE,2010,-84.38396,33.82832,Atlanta,Peachtree Heights East
ROBBERY-PEDESTRIAN,2010,-84.45474,33.79949000000001,Atlanta,West Highlands
BURGLARY-RESIDENCE,2010,-84.41234,33.815529999999995,Atlanta,Springlake
LARCENY-NON VEHICLE,2010,-84.48914,33.69931,Atlanta,Southwest
LARCENY-NON VEHICLE,2010,-84.36815,33.79884000000001,Atlanta,Piedmont Heights
AGG ASSAULT,2010,-84.41736999999998,33.77303,Atlanta,Bankhead
LARCENY-FROM VEHICLE,2010,-84.50433000000002,33.75933,Atlanta,Adamsville
ROBBERY-PEDESTRIAN,2010,-84.45363,33.70066,Atlanta,Campbellton Road
AUTO THEFT,2010,-84.38493000000003,33.72798,Atlanta,Peoplestown
AUTO THEFT,2010,-84.38507,33.67268,Atlanta,Glenrose Heights
BURGLARY-NONRES,2010,-84.4633,33.735690000000005,Atlanta,Beecher Hills
AUTO THEFT,2010,-84.39416999999997,33.68294,Atlanta,Browns Mill Park
AUTO THEFT,2010,-84.44341,33.75083,Atlanta,Mozley Park
ROBBERY-PEDESTRIAN,2010,-84.36137,33.808640000000004,Atlanta,Morningside/Lenox Park
LARCENY-FROM VEHICLE,2010,-84.4042,33.76507,Atlanta,English Avenue
LARCENY-FROM VEHICLE,2010,-84.38041,33.786570000000005,Atlanta,Midtown
LARCENY-FROM VEHICLE,2010,-84.35843,33.78972,Atlanta,Morningside/Lenox Park
LARCENY-FROM VEHICLE,2010,-84.38696999999998,33.776959999999995,Atlanta,Midtown
BURGLARY-RESIDENCE,2010,-84.50023,33.764790000000005,Atlanta,Adamsville
BURGLARY-RESIDENCE,2010,-84.45336,33.70518,Atlanta,Campbellton Road
LARCENY-FROM VEHICLE,2010,-84.41074,33.72736,Atlanta,Adair Park
LARCENY-FROM VEHICLE,2010,-84.35086,33.7161,Atlanta,Custer/McDonough/Guice
AUTO THEFT,2010,-84.34159,33.74103,Atlanta,East Atlanta
AUTO THEFT,2010,-84.35181,33.72371,Atlanta,Woodland Hills
LARCENY-NON VEHICLE,2010,-84.43276,33.73812,Atlanta,West End
ROBBERY-PEDESTRIAN,2010,-84.31805,33.76427,Atlanta,Lake Claire
AUTO THEFT,2010,-84.46623000000002,33.75183,Atlanta,Florida Heights
LARCENY-NON VEHICLE,2010,-84.4169,33.70047,Atlanta,Sylvan Hills
BURGLARY-RESIDENCE,2010,-84.44275,33.802659999999996,Atlanta,Hills Park
BURGLARY-RESIDENCE,2010,-84.45299,33.7613,Atlanta,Dixie Hills
LARCENY-FROM VEHICLE,2010,-84.40791,33.80121,Atlanta,Berkeley Park
LARCENY-FROM VEHICLE,2010,-84.36355,33.75204,Atlanta,Cabbagetown
LARCENY-FROM VEHICLE,2010,-84.38422,33.78562,Atlanta,Midtown
LARCENY-NON VEHICLE,2010,-84.37026,33.71902,Atlanta,Chosewood Park
LARCENY-FROM VEHICLE,2010,-84.38458,33.73196,Atlanta,Summerhill
LARCENY-FROM VEHICLE,2010,-84.37879000000002,33.77248,Atlanta,Midtown
BURGLARY-RESIDENCE,2010,-84.52564,33.661609999999996,Atlanta,Ben Hill
LARCENY-FROM VEHICLE,2010,-84.35113,33.810359999999996,Atlanta,Lindridge/Martin Manor
AUTO THEFT,2010,-84.40392,33.7647,Atlanta,English Avenue
LARCENY-NON VEHICLE,2010,-84.37014,33.84234,Atlanta,Peachtree Park
AUTO THEFT,2010,-84.3946,33.722120000000004,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2010,-84.38474000000002,33.73146,Atlanta,Peoplestown
LARCENY-NON VEHICLE,2010,-84.45679,33.70854,Atlanta,Adams Park
LARCENY-NON VEHICLE,2010,-84.35821999999997,33.842209999999994,Atlanta,Pine Hills
BURGLARY-RESIDENCE,2010,-84.4763,33.76887,Atlanta,Collier Heights
LARCENY-FROM VEHICLE,2010,-84.38987,33.75079,Atlanta,Downtown
BURGLARY-RESIDENCE,2010,-84.48782,33.70649,Atlanta,Southwest
BURGLARY-RESIDENCE,2010,-84.37905,33.667120000000004,Atlanta,Orchard Knob
LARCENY-FROM VEHICLE,2010,-84.47375,33.77632,Atlanta,Center Hill
BURGLARY-RESIDENCE,2010,-84.39132,33.693670000000004,Atlanta,Browns Mill Park
BURGLARY-RESIDENCE,2010,-84.37775,33.68812,Atlanta,Lakewood
RAPE,2010,-84.37151,33.78119,Atlanta,Midtown
BURGLARY-RESIDENCE,2010,-84.47989,33.70327,Atlanta,Southwest
LARCENY-FROM VEHICLE,2010,-84.42789,33.796859999999995,Atlanta,Blandtown
BURGLARY-RESIDENCE,2010,-84.35195999999998,33.75427,Atlanta,Reynoldstown
LARCENY-NON VEHICLE,2010,-84.49328,33.68845,Atlanta,Greenbriar
LARCENY-FROM VEHICLE,2010,-84.43028000000002,33.73805,Atlanta,West End
LARCENY-NON VEHICLE,2010,-84.37116999999998,33.821709999999996,Atlanta,Lindbergh/Morosgo
LARCENY-NON VEHICLE,2010,-84.41278,33.80388,Atlanta,Berkeley Park
LARCENY-FROM VEHICLE,2010,-84.35571999999998,33.730940000000004,Atlanta,Ormewood Park
BURGLARY-RESIDENCE,2010,-84.32144,33.752179999999996,Atlanta,Kirkwood
LARCENY-NON VEHICLE,2010,-84.38075,33.69536,Atlanta,Swallow Circle/Baywood
BURGLARY-RESIDENCE,2010,-84.43255,33.76722,Atlanta,Bankhead
LARCENY-FROM VEHICLE,2010,-84.39502,33.765190000000004,Atlanta,Downtown
LARCENY-NON VEHICLE,2010,-84.38654,33.720240000000004,Atlanta,South Atlanta
LARCENY-FROM VEHICLE,2010,-84.38075,33.75741,Atlanta,Downtown
LARCENY-FROM VEHICLE,2010,-84.3935,33.75286,Atlanta,Downtown
LARCENY-FROM VEHICLE,2010,-84.40173,33.835190000000004,Atlanta,Wyngate
LARCENY-NON VEHICLE,2010,-84.39146,33.75093,Atlanta,Downtown
BURGLARY-RESIDENCE,2010,-84.47412,33.699870000000004,Atlanta,Campbellton Road
LARCENY-FROM VEHICLE,2010,-84.45057,33.71439,Atlanta,Venetian Hills
BURGLARY-RESIDENCE,2010,-84.40947,33.72988,Atlanta,Adair Park
LARCENY-FROM VEHICLE,2010,-84.4872,33.69168,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2010,-84.47917,33.742909999999995,Atlanta,Peyton Forest
BURGLARY-RESIDENCE,2010,-84.44158,33.73281,Atlanta,Cascade Avenue/Road
LARCENY-FROM VEHICLE,2010,-84.35313000000002,33.81852,Atlanta,Lindridge/Martin Manor
LARCENY-NON VEHICLE,2010,-84.39201,33.7532,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2010,-84.3928,33.75243,Atlanta,Downtown
LARCENY-FROM VEHICLE,2010,-84.37186,33.79396,Atlanta,Midtown
ROBBERY-PEDESTRIAN,2010,-84.40088,33.791090000000004,Atlanta,Atlantic Station
ROBBERY-COMMERCIAL,2010,-84.34915,33.76686,Atlanta,Inman Park
AUTO THEFT,2010,-84.36701,33.651990000000005,Atlanta,South River Gardens
LARCENY-FROM VEHICLE,2010,-84.39164,33.79874,Atlanta,Midtown
LARCENY-NON VEHICLE,2010,-84.45895,33.70002,Atlanta,Campbellton Road
LARCENY-NON VEHICLE,2010,-84.46082,33.78526,Atlanta,Almond Park
LARCENY-NON VEHICLE,2010,-84.3677,33.83294,Atlanta,Peachtree Park
BURGLARY-RESIDENCE,2010,-84.38025999999998,33.74542,Atlanta,Grant Park
LARCENY-NON VEHICLE,2010,-84.4168,33.74057,Atlanta,West End
AUTO THEFT,2010,-84.46807,33.75558,Atlanta,Westhaven
LARCENY-NON VEHICLE,2010,-84.36289000000002,33.77348,Atlanta,Poncey-Highland
LARCENY-FROM VEHICLE,2010,-84.53745,33.68764,Atlanta,Fairway Acres
LARCENY-NON VEHICLE,2010,-84.39775999999998,33.80253,Atlanta,Brookwood
LARCENY-FROM VEHICLE,2010,-84.36558000000002,33.793,Atlanta,Morningside/Lenox Park
LARCENY-NON VEHICLE,2010,-84.34813,33.75605,Atlanta,Edgewood
AUTO THEFT,2010,-84.40902,33.68274,Atlanta,Perkerson
AUTO THEFT,2010,-84.44524,33.75977,Atlanta,West Lake
LARCENY-FROM VEHICLE,2010,-84.48703,33.67815,Atlanta,Greenbriar
ROBBERY-PEDESTRIAN,2010,-84.38964,33.751940000000005,Atlanta,Downtown
LARCENY-NON VEHICLE,2010,-84.36211999999998,33.846759999999996,Atlanta,Lenox
LARCENY-FROM VEHICLE,2010,-84.39318,33.75178,Atlanta,Downtown
AGG ASSAULT,2010,-84.39109,33.72723,Atlanta,Peoplestown
AGG ASSAULT,2010,-84.36881,33.68869,Atlanta,Browns Mill Park
ROBBERY-PEDESTRIAN,2010,-84.45411,33.70659000000001,Atlanta,Campbellton Road
ROBBERY-PEDESTRIAN,2010,-84.45527,33.70101,Atlanta,Campbellton Road
LARCENY-NON VEHICLE,2010,-84.47594000000002,33.81125,Atlanta,Riverside
LARCENY-FROM VEHICLE,2010,-84.4105,33.779070000000004,Atlanta,Marietta Street Artery
LARCENY-FROM VEHICLE,2010,-84.42109,33.753820000000005,Atlanta,Ashview Heights
LARCENY-NON VEHICLE,2010,-84.53435,33.69526,Atlanta,Elmco Estates
LARCENY-FROM VEHICLE,2010,-84.40609,33.79177,Atlanta,Loring Heights
AGG ASSAULT,2010,-84.39623,33.750820000000004,Atlanta,Downtown
BURGLARY-RESIDENCE,2010,-84.39973,33.74277,Atlanta,Mechanicsville
BURGLARY-RESIDENCE,2010,-84.43244,33.715509999999995,Atlanta,Venetian Hills
BURGLARY-RESIDENCE,2010,-84.47815,33.777429999999995,Atlanta,Collier Heights
LARCENY-FROM VEHICLE,2010,-84.37114,33.82269,Atlanta,Lindbergh/Morosgo
LARCENY-FROM VEHICLE,2010,-84.35933,33.76234,Atlanta,Inman Park
BURGLARY-RESIDENCE,2010,-84.46533000000002,33.75884,Atlanta,Dixie Hills
LARCENY-NON VEHICLE,2010,-84.41423,33.77282,Atlanta,English Avenue
BURGLARY-RESIDENCE,2010,-84.37716999999998,33.77628,Atlanta,Midtown
LARCENY-NON VEHICLE,2010,-84.4937,33.68077,Atlanta,Greenbriar
BURGLARY-NONRES,2010,-84.41017,33.70278,Atlanta,Sylvan Hills
AGG ASSAULT,2010,-84.37384,33.69762,Atlanta,Lakewood
LARCENY-NON VEHICLE,2010,-84.37756999999998,33.68013,Atlanta,Rosedale Heights
AUTO THEFT,2010,-84.35821999999997,33.842209999999994,Atlanta,Pine Hills
BURGLARY-RESIDENCE,2010,-84.43927,33.73464,Atlanta,Westview
LARCENY-NON VEHICLE,2010,-84.39487,33.75757,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2010,-84.45477,33.78133,Atlanta,Grove Park
LARCENY-FROM VEHICLE,2010,-84.3617,33.75677,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2010,-84.39043000000002,33.75369,Atlanta,Downtown
AUTO THEFT,2010,-84.5103,33.76464,Atlanta,Adamsville
BURGLARY-RESIDENCE,2010,-84.42086,33.70747,Atlanta,Sylvan Hills
ROBBERY-PEDESTRIAN,2010,-84.38748000000002,33.728429999999996,Atlanta,Peoplestown
LARCENY-FROM VEHICLE,2010,-84.36309,33.75205,Atlanta,Cabbagetown
ROBBERY-PEDESTRIAN,2010,-84.37258,33.76791,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2010,-84.36721999999997,33.773759999999996,Atlanta,Midtown
AUTO THEFT,2010,-84.34623,33.75073,Atlanta,Edgewood
LARCENY-FROM VEHICLE,2010,-84.40011,33.681,Atlanta,Hammond Park
BURGLARY-RESIDENCE,2010,-84.397,33.722609999999996,Atlanta,Pittsburgh
LARCENY-FROM VEHICLE,2010,-84.42267,33.82875,Atlanta,Brandon
LARCENY-NON VEHICLE,2010,-84.41112,33.70677,Atlanta,Sylvan Hills
AGG ASSAULT,2010,-84.35902,33.774429999999995,Atlanta,Virginia Highland
LARCENY-NON VEHICLE,2010,-84.34915,33.76686,Atlanta,Inman Park
LARCENY-FROM VEHICLE,2010,-84.40422,33.71194000000001,Atlanta,Sylvan Hills
BURGLARY-RESIDENCE,2010,-84.47616,33.70146,Atlanta,Campbellton Road
LARCENY-NON VEHICLE,2010,-84.40755,33.74662,Atlanta,The Villages at Castleberry H
LARCENY-NON VEHICLE,2010,-84.39851,33.6968,Atlanta,Polar Rock
BURGLARY-RESIDENCE,2010,-84.50328,33.75304000000001,Atlanta,Adamsville
LARCENY-FROM VEHICLE,2010,-84.37409,33.84413,Atlanta,Buckhead Forest
LARCENY-NON VEHICLE,2010,-84.34813,33.75605,Atlanta,Edgewood
LARCENY-NON VEHICLE,2010,-84.36424,33.77446,Atlanta,Virginia Highland
LARCENY-FROM VEHICLE,2010,-84.38424,33.75712,Atlanta,Downtown
