crime,year,long,lat,city,neighborhood
LARCENY-FROM VEHICLE,2013,-84.37905,33.78187,Atlanta,Midtown
LARCENY-FROM VEHICLE,2013,-84.38245,33.83392,Atlanta,Garden Hills
BURGLARY-RESIDENCE,2013,-84.35207,33.65615,Atlanta,South River Gardens
LARCENY-NON VEHICLE,2013,-84.39466,33.7921,Atlanta,Atlantic Station
BURGLARY-RESIDENCE,2013,-84.46124,33.81982,Atlanta,Bolton
BURGLARY-RESIDENCE,2013,-84.3962,33.69465,Atlanta,Polar Rock
LARCENY-NON VEHICLE,2013,-84.34619,33.75674,Atlanta,Edgewood
ROBBERY-PEDESTRIAN,2013,-84.45439,33.7045,Atlanta,Campbellton Road
LARCENY-NON VEHICLE,2013,-84.5102,33.65528,Atlanta,Princeton Lakes
AUTO THEFT,2013,-84.46726,33.7993,Atlanta,Carver Hills
AUTO THEFT,2013,-84.42557,33.78978,Atlanta,Blandtown
LARCENY-FROM VEHICLE,2013,-84.39061,33.76341,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.38995,33.66982,Atlanta,Glenrose Heights
LARCENY-NON VEHICLE,2013,-84.44303000000002,33.74366,Atlanta,Westview
ROBBERY-PEDESTRIAN,2013,-84.36927,33.71392,Atlanta,Chosewood Park
LARCENY-FROM VEHICLE,2013,-84.37595,33.75417,Atlanta,Sweet Auburn
LARCENY-FROM VEHICLE,2013,-84.3864,33.758790000000005,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.35467,33.7734,Atlanta,Poncey-Highland
LARCENY-NON VEHICLE,2013,-84.43066,33.76204,Atlanta,Hunter Hills
BURGLARY-RESIDENCE,2013,-84.49597,33.68245,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2013,-84.38646999999997,33.712920000000004,Atlanta,South Atlanta
LARCENY-NON VEHICLE,2013,-84.41457,33.75504,Atlanta,Vine City
AGG ASSAULT,2013,-84.42286,33.755590000000005,Atlanta,Washington Park
LARCENY-FROM VEHICLE,2013,-84.37561,33.77803,Atlanta,Midtown
BURGLARY-RESIDENCE,2013,-84.50171999999998,33.70013,Atlanta,Mt. Gilead Woods
LARCENY-FROM VEHICLE,2013,-84.37225,33.77066,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2013,-84.37442,33.75932,Atlanta,Sweet Auburn
AUTO THEFT,2013,-84.43746999999998,33.806259999999995,Atlanta,Hills Park
BURGLARY-RESIDENCE,2013,-84.47156,33.78999,Atlanta,Carey Park
ROBBERY-PEDESTRIAN,2013,-84.50654,33.76243,Atlanta,Adamsville
AGG ASSAULT,2013,-84.39193,33.7533,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.45103,33.77243,Atlanta,Grove Park
LARCENY-NON VEHICLE,2013,-84.41457,33.75504,Atlanta,Vine City
BURGLARY-NONRES,2013,-84.36627,33.75694,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2013,-84.48706,33.79809,Atlanta,Monroe Heights
LARCENY-NON VEHICLE,2013,-84.43783,33.72473,Atlanta,Cascade Avenue/Road
ROBBERY-PEDESTRIAN,2013,-84.39067,33.67273,Atlanta,Glenrose Heights
AUTO THEFT,2013,-84.38278000000003,33.74485,Atlanta,Capitol Gateway
AGG ASSAULT,2013,-84.45818,33.7484,Atlanta,Florida Heights
ROBBERY-PEDESTRIAN,2013,-84.50395,33.76132,Atlanta,Adamsville
AUTO THEFT,2013,-84.3947,33.7892,Atlanta,Home Park
ROBBERY-PEDESTRIAN,2013,-84.38495999999998,33.76158,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.39276,33.71691,Atlanta,The Villages at Carver
LARCENY-FROM VEHICLE,2013,-84.35638,33.74775,Atlanta,Reynoldstown
LARCENY-FROM VEHICLE,2013,-84.34873,33.76393,Atlanta,Candler Park
LARCENY-FROM VEHICLE,2013,-84.40285,33.67926,Atlanta,Hammond Park
LARCENY-FROM VEHICLE,2013,-84.35021,33.77735,Atlanta,Virginia Highland
LARCENY-FROM VEHICLE,2013,-84.38895,33.7579,Atlanta,Downtown
AUTO THEFT,2013,-84.41972,33.7434,Atlanta,Harris Chiles
AUTO THEFT,2013,-84.49293,33.78123,Atlanta,Collier Heights
LARCENY-NON VEHICLE,2013,-84.39009,33.75268,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2013,-84.41726,33.77187,Atlanta,English Avenue
LARCENY-FROM VEHICLE,2013,-84.38946999999997,33.790859999999995,Atlanta,Midtown
ROBBERY-PEDESTRIAN,2013,-84.45174,33.76486,Atlanta,Grove Park
LARCENY-NON VEHICLE,2013,-84.43203000000003,33.7394,Atlanta,West End
AGG ASSAULT,2013,-84.30834,33.75062,Atlanta,East Lake
ROBBERY-PEDESTRIAN,2013,-84.38268000000002,33.78083,Atlanta,Midtown
ROBBERY-RESIDENCE,2013,-84.4081,33.6972,Atlanta,Sylvan Hills
LARCENY-FROM VEHICLE,2013,-84.36694,33.71798,Atlanta,Benteen Park
AUTO THEFT,2013,-84.40256,33.74821,Atlanta,Castleberry Hill
AGG ASSAULT,2013,-84.39372,33.75799,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.35805,33.69307,Atlanta,Norwood Manor
BURGLARY-RESIDENCE,2013,-84.40205999999998,33.73896,Atlanta,Mechanicsville
BURGLARY-NONRES,2013,-84.46544,33.75121,Atlanta,Florida Heights
LARCENY-NON VEHICLE,2013,-84.42229,33.72821,Atlanta,Oakland City
LARCENY-FROM VEHICLE,2013,-84.3871,33.836,Atlanta,Peachtree Heights West
LARCENY-FROM VEHICLE,2013,-84.37031,33.84514,Atlanta,North Buckhead
AUTO THEFT,2013,-84.49253,33.78115,Atlanta,Collier Heights
BURGLARY-RESIDENCE,2013,-84.37786,33.70837,Atlanta,Lakewood Heights
ROBBERY-PEDESTRIAN,2013,-84.37897,33.783840000000005,Atlanta,Midtown
AUTO THEFT,2013,-84.40442,33.73346,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2013,-84.3895,33.755759999999995,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.38311,33.78257,Atlanta,Midtown
LARCENY-FROM VEHICLE,2013,-84.4067,33.774770000000004,Atlanta,Marietta Street Artery
LARCENY-NON VEHICLE,2013,-84.36511999999998,33.68841,Atlanta,Browns Mill Park
LARCENY-FROM VEHICLE,2013,-84.383,33.74137,Atlanta,Summerhill
LARCENY-FROM VEHICLE,2013,-84.35764,33.74217,Atlanta,Ormewood Park
LARCENY-NON VEHICLE,2013,-84.38183000000002,33.85647,Atlanta,North Buckhead
AUTO THEFT,2013,-84.42726,33.74825,Atlanta,Ashview Heights
AUTO THEFT,2013,-84.41892,33.75861,Atlanta,Washington Park
AUTO THEFT,2013,-84.4151,33.70407,Atlanta,Sylvan Hills
AGG ASSAULT,2013,-84.47292,33.7881,Atlanta,Carey Park
LARCENY-NON VEHICLE,2013,-84.38701999999998,33.76044,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.29218,33.74284,Atlanta,East Lake
LARCENY-FROM VEHICLE,2013,-84.36668,33.76889,Atlanta,Old Fourth Ward
ROBBERY-PEDESTRIAN,2013,-84.42355,33.74398,Atlanta,West End
LARCENY-NON VEHICLE,2013,-84.39466,33.7921,Atlanta,Atlantic Station
LARCENY-FROM VEHICLE,2013,-84.40983,33.78267,Atlanta,Home Park
LARCENY-NON VEHICLE,2013,-84.40798000000002,33.72383,Atlanta,Adair Park
LARCENY-NON VEHICLE,2013,-84.39201,33.7532,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.4014,33.68519000000001,Atlanta,Perkerson
LARCENY-FROM VEHICLE,2013,-84.39112,33.75689000000001,Atlanta,Downtown
LARCENY-FROM VEHICLE,2013,-84.39936,33.70882,Atlanta,Amal Heights
BURGLARY-RESIDENCE,2013,-84.45113,33.775729999999996,Atlanta,Grove Park
LARCENY-NON VEHICLE,2013,-84.36278,33.85302,Atlanta,North Buckhead
BURGLARY-NONRES,2013,-84.46938,33.81301,Atlanta,Riverside
AGG ASSAULT,2013,-84.36576,33.75773,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2013,-84.37409,33.84413,Atlanta,Buckhead Forest
LARCENY-NON VEHICLE,2013,-84.38964,33.751940000000005,Atlanta,Downtown
AUTO THEFT,2013,-84.39483,33.75063,Atlanta,Downtown
LARCENY-FROM VEHICLE,2013,-84.3805,33.6996,Atlanta,Lakewood Heights
AGG ASSAULT,2013,-84.35946,33.64904,Atlanta,South River Gardens
BURGLARY-RESIDENCE,2013,-84.35805,33.69307,Atlanta,Norwood Manor
BURGLARY-RESIDENCE,2013,-84.39858000000002,33.81864,Atlanta,Peachtree Battle Alliance
LARCENY-FROM VEHICLE,2013,-84.42271,33.72508,Atlanta,Oakland City
AGG ASSAULT,2013,-84.44863000000002,33.71,Atlanta,Venetian Hills
AUTO THEFT,2013,-84.39265999999998,33.757670000000005,Atlanta,Downtown
AGG ASSAULT,2013,-84.40463000000003,33.73,Atlanta,Pittsburgh
LARCENY-FROM VEHICLE,2013,-84.38667,33.71987,Atlanta,South Atlanta
LARCENY-NON VEHICLE,2013,-84.38208,33.76909000000001,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.39201,33.7532,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.38387,33.78305,Atlanta,Midtown
ROBBERY-PEDESTRIAN,2013,-84.40262,33.73805,Atlanta,Mechanicsville
LARCENY-FROM VEHICLE,2013,-84.50831,33.77721,Atlanta,Carroll Heights
ROBBERY-PEDESTRIAN,2013,-84.41186,33.75195,Atlanta,Atlanta University Center
AGG ASSAULT,2013,-84.46887,33.756859999999996,Atlanta,Westhaven
LARCENY-FROM VEHICLE,2013,-84.48151,33.75372,Atlanta,Harland Terrace
BURGLARY-RESIDENCE,2013,-84.49606999999997,33.684259999999995,Atlanta,Greenbriar
LARCENY-FROM VEHICLE,2013,-84.39191,33.76259,Atlanta,Downtown
AUTO THEFT,2013,-84.4489,33.863859999999995,Atlanta,Paces
LARCENY-NON VEHICLE,2013,-84.41457,33.75504,Atlanta,Vine City
LARCENY-FROM VEHICLE,2013,-84.48208000000002,33.70969,Atlanta,Laurens Valley
LARCENY-FROM VEHICLE,2013,-84.40132,33.74964,Atlanta,Castleberry Hill
LARCENY-NON VEHICLE,2013,-84.42711,33.80323,Atlanta,Underwood Hills
AGG ASSAULT,2013,-84.46623000000002,33.75183,Atlanta,Florida Heights
ROBBERY-PEDESTRIAN,2013,-84.31149,33.73984,Atlanta,East Lake
LARCENY-NON VEHICLE,2013,-84.43553,33.737829999999995,Atlanta,Westview
AGG ASSAULT,2013,-84.40418000000003,33.72875,Atlanta,Pittsburgh
AUTO THEFT,2013,-84.43405,33.746179999999995,Atlanta,Westview
LARCENY-FROM VEHICLE,2013,-84.35263,33.81554000000001,Atlanta,Lindridge/Martin Manor
BURGLARY-RESIDENCE,2013,-84.35849,33.709790000000005,Atlanta,Custer/McDonough/Guice
LARCENY-FROM VEHICLE,2013,-84.40903,33.78051,Atlanta,Home Park
ROBBERY-PEDESTRIAN,2013,-84.49029,33.78537,Atlanta,Collier Heights
ROBBERY-PEDESTRIAN,2013,-84.40888000000002,33.67703,Atlanta,Hammond Park
BURGLARY-RESIDENCE,2013,-84.4033,33.73151,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2013,-84.37777,33.76913,Atlanta,Old Fourth Ward
AGG ASSAULT,2013,-84.35654,33.71018,Atlanta,Custer/McDonough/Guice
ROBBERY-PEDESTRIAN,2013,-84.34061,33.75454000000001,Atlanta,Edgewood
ROBBERY-PEDESTRIAN,2013,-84.39962,33.67414,Atlanta,Hammond Park
ROBBERY-PEDESTRIAN,2013,-84.41433,33.73794,Atlanta,West End
LARCENY-NON VEHICLE,2013,-84.43745,33.733709999999995,Atlanta,Westview
LARCENY-FROM VEHICLE,2013,-84.41275999999998,33.808840000000004,Atlanta,Channing Valley
LARCENY-FROM VEHICLE,2013,-84.49622,33.79164,Atlanta,Atlanta Industrial Park
AGG ASSAULT,2013,-84.3907,33.754940000000005,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.3944,33.80624,Atlanta,Ardmore
LARCENY-FROM VEHICLE,2013,-84.40403,33.773309999999995,Atlanta,Marietta Street Artery
LARCENY-FROM VEHICLE,2013,-84.41372,33.68947,Atlanta,Perkerson
LARCENY-NON VEHICLE,2013,-84.39251999999998,33.76522,Atlanta,Downtown
LARCENY-FROM VEHICLE,2013,-84.50441,33.76236,Atlanta,Adamsville
AGG ASSAULT,2013,-84.47292,33.7881,Atlanta,Carey Park
AUTO THEFT,2013,-84.36309,33.75205,Atlanta,Cabbagetown
LARCENY-FROM VEHICLE,2013,-84.37759,33.74525,Atlanta,Grant Park
BURGLARY-RESIDENCE,2013,-84.42182,33.76842,Atlanta,Bankhead
LARCENY-NON VEHICLE,2013,-84.34875,33.75786,Atlanta,Edgewood
LARCENY-FROM VEHICLE,2013,-84.35374,33.73035,Atlanta,Ormewood Park
AUTO THEFT,2013,-84.37741,33.77452,Atlanta,Midtown
LARCENY-NON VEHICLE,2013,-84.5109,33.65573,Atlanta,Princeton Lakes
LARCENY-NON VEHICLE,2013,-84.36041999999998,33.7622,Atlanta,Inman Park
AUTO THEFT,2013,-84.35296,33.773920000000004,Atlanta,Virginia Highland
BURGLARY-RESIDENCE,2013,-84.4399,33.759879999999995,Atlanta,West Lake
ROBBERY-COMMERCIAL,2013,-84.41671,33.74053,Atlanta,West End
BURGLARY-RESIDENCE,2013,-84.46431,33.773379999999996,Atlanta,Center Hill
LARCENY-NON VEHICLE,2013,-84.36211999999998,33.846759999999996,Atlanta,Lenox
BURGLARY-NONRES,2013,-84.52919,33.7231,Atlanta,Midwest Cascade
LARCENY-NON VEHICLE,2013,-84.38434000000002,33.75756,Atlanta,Downtown
LARCENY-FROM VEHICLE,2013,-84.46144,33.7044,Atlanta,Campbellton Road
AUTO THEFT,2013,-84.49773,33.68677,Atlanta,Greenbriar
LARCENY-FROM VEHICLE,2013,-84.5076,33.76208,Atlanta,Adamsville
BURGLARY-RESIDENCE,2013,-84.42205,33.760490000000004,Atlanta,Washington Park
LARCENY-NON VEHICLE,2013,-84.43758000000003,33.73384,Atlanta,Westview
LARCENY-NON VEHICLE,2013,-84.42560999999998,33.80058,Atlanta,Blandtown
LARCENY-NON VEHICLE,2013,-84.49328,33.68845,Atlanta,Greenbriar
LARCENY-NON VEHICLE,2013,-84.37844,33.85054,Atlanta,North Buckhead
LARCENY-FROM VEHICLE,2013,-84.48034,33.6994,Atlanta,Campbellton Road
LARCENY-NON VEHICLE,2013,-84.40818,33.70025,Atlanta,Sylvan Hills
AGG ASSAULT,2013,-84.47425,33.753809999999994,Atlanta,Harland Terrace
LARCENY-FROM VEHICLE,2013,-84.38627,33.84192,Atlanta,Peachtree Heights West
AUTO THEFT,2013,-84.38993,33.79153,Atlanta,Midtown
LARCENY-NON VEHICLE,2013,-84.39608,33.77125,Atlanta,Downtown
LARCENY-FROM VEHICLE,2013,-84.35933,33.76234,Atlanta,Inman Park
AGG ASSAULT,2013,-84.34248000000002,33.74961,Atlanta,Edgewood
ROBBERY-PEDESTRIAN,2013,-84.37706,33.74993,Atlanta,Sweet Auburn
LARCENY-FROM VEHICLE,2013,-84.40132,33.74964,Atlanta,Castleberry Hill
LARCENY-FROM VEHICLE,2013,-84.3926,33.75832,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.36331,33.87719,Atlanta,North Buckhead
AUTO THEFT,2013,-84.3708,33.67935,Atlanta,Rosedale Heights
LARCENY-FROM VEHICLE,2013,-84.4368,33.820479999999996,Atlanta,Underwood Hills
AGG ASSAULT,2013,-84.46876,33.75404,Atlanta,Harland Terrace
LARCENY-NON VEHICLE,2013,-84.50718,33.699659999999994,Atlanta,Kings Forest
LARCENY-FROM VEHICLE,2013,-84.32619,33.75786,Atlanta,Kirkwood
LARCENY-FROM VEHICLE,2013,-84.50787,33.65486,Atlanta,Princeton Lakes
AUTO THEFT,2013,-84.42183,33.74837,Atlanta,Ashview Heights
LARCENY-NON VEHICLE,2013,-84.38744,33.7617,Atlanta,Downtown
ROBBERY-PEDESTRIAN,2013,-84.49647,33.67055,Atlanta,Greenbriar
ROBBERY-PEDESTRIAN,2013,-84.40759,33.72254,Atlanta,Pittsburgh
LARCENY-NON VEHICLE,2013,-84.40902,33.68274,Atlanta,Perkerson
BURGLARY-RESIDENCE,2013,-84.41629,33.756,Atlanta,Vine City
LARCENY-FROM VEHICLE,2013,-84.36055999999998,33.84922,Atlanta,Lenox
LARCENY-FROM VEHICLE,2013,-84.4248,33.75677,Atlanta,Washington Park
AUTO THEFT,2013,-84.47176,33.78326,Atlanta,Carey Park
LARCENY-FROM VEHICLE,2013,-84.37999,33.84482,Atlanta,Buckhead Forest
LARCENY-FROM VEHICLE,2013,-84.37295,33.84709,Atlanta,North Buckhead
AGG ASSAULT,2013,-84.43182,33.848690000000005,Atlanta,Paces
LARCENY-FROM VEHICLE,2013,-84.38431,33.778529999999996,Atlanta,Midtown
ROBBERY-RESIDENCE,2013,-84.45071999999998,33.7378,Atlanta,Westwood Terrace
ROBBERY-RESIDENCE,2013,-84.3745,33.70698,Atlanta,Lakewood Heights
LARCENY-NON VEHICLE,2013,-84.45682,33.70043,Atlanta,Campbellton Road
AUTO THEFT,2013,-84.42171,33.72707,Atlanta,Oakland City
LARCENY-FROM VEHICLE,2013,-84.38386,33.778659999999995,Atlanta,Midtown
BURGLARY-RESIDENCE,2013,-84.45336,33.70518,Atlanta,Campbellton Road
HOMICIDE,2013,-84.49148000000002,33.786590000000004,Atlanta,Brookview Heights
BURGLARY-RESIDENCE,2013,-84.35549,33.74046,Atlanta,Ormewood Park
LARCENY-FROM VEHICLE,2013,-84.38078,33.71007,Atlanta,South Atlanta
LARCENY-FROM VEHICLE,2013,-84.38538,33.66113,Atlanta,Glenrose Heights
BURGLARY-RESIDENCE,2013,-84.35144,33.74018,Atlanta,Ormewood Park
AUTO THEFT,2013,-84.52315,33.71771,Atlanta,Ashley Courts
BURGLARY-RESIDENCE,2013,-84.48299,33.70495,Atlanta,Southwest
LARCENY-FROM VEHICLE,2013,-84.38928,33.780809999999995,Atlanta,Midtown
LARCENY-FROM VEHICLE,2013,-84.3995,33.67403,Atlanta,Hammond Park
LARCENY-FROM VEHICLE,2013,-84.3807,33.71232,Atlanta,South Atlanta
LARCENY-NON VEHICLE,2013,-84.38866,33.65381,Atlanta,Blair Villa/Poole Creek
LARCENY-NON VEHICLE,2013,-84.4072,33.68067,Atlanta,Hammond Park
LARCENY-NON VEHICLE,2013,-84.40135,33.72232,Atlanta,Pittsburgh
LARCENY-FROM VEHICLE,2013,-84.37588000000002,33.76106,Atlanta,Old Fourth Ward
AGG ASSAULT,2013,-84.43337,33.7633,Atlanta,Hunter Hills
BURGLARY-RESIDENCE,2013,-84.35549,33.740320000000004,Atlanta,Ormewood Park
LARCENY-FROM VEHICLE,2013,-84.39031,33.69487,Atlanta,Polar Rock
LARCENY-FROM VEHICLE,2013,-84.37291,33.842859999999995,Atlanta,Buckhead Forest
AGG ASSAULT,2013,-84.345,33.74003,Atlanta,East Atlanta
LARCENY-FROM VEHICLE,2013,-84.38185,33.70274000000001,Atlanta,Lakewood Heights
LARCENY-FROM VEHICLE,2013,-84.37931,33.87121,Atlanta,North Buckhead
AUTO THEFT,2013,-84.39291,33.71678,Atlanta,The Villages at Carver
AUTO THEFT,2013,-84.49293,33.78123,Atlanta,Collier Heights
AUTO THEFT,2013,-84.38215,33.67592,Atlanta,Orchard Knob
AUTO THEFT,2013,-84.49445,33.780879999999996,Atlanta,Collier Heights
BURGLARY-NONRES,2013,-84.4168,33.74057,Atlanta,West End
AUTO THEFT,2013,-84.3885,33.71283,Atlanta,The Villages at Carver
LARCENY-FROM VEHICLE,2013,-84.3659,33.65044,Atlanta,South River Gardens
BURGLARY-NONRES,2013,-84.3485,33.74027,Atlanta,East Atlanta
BURGLARY-NONRES,2013,-84.35422,33.85545,Atlanta,Brookhaven
LARCENY-NON VEHICLE,2013,-84.3625,33.85088,Atlanta,North Buckhead
AUTO THEFT,2013,-84.32441,33.75862,Atlanta,Kirkwood
AUTO THEFT,2013,-84.36425,33.72994,Atlanta,Grant Park
LARCENY-FROM VEHICLE,2013,-84.50782,33.748940000000005,Atlanta,Adamsville
AUTO THEFT,2013,-84.36686999999998,33.752829999999996,Atlanta,Old Fourth Ward
LARCENY-FROM VEHICLE,2013,-84.36818000000002,33.72455,Atlanta,Boulevard Heights
LARCENY-FROM VEHICLE,2013,-84.37782,33.77236,Atlanta,Midtown
AUTO THEFT,2013,-84.52315,33.71771,Atlanta,Ashley Courts
BURGLARY-RESIDENCE,2013,-84.46374,33.72153,Atlanta,Adams Park
AUTO THEFT,2013,-84.50589000000002,33.694320000000005,Atlanta,Meadowbrook Forest
BURGLARY-RESIDENCE,2013,-84.41619,33.67479,Atlanta,Hammond Park
LARCENY-FROM VEHICLE,2013,-84.38193000000003,33.704190000000004,Atlanta,Lakewood Heights
LARCENY-FROM VEHICLE,2013,-84.35947,33.848,Atlanta,Lenox
BURGLARY-RESIDENCE,2013,-84.46459,33.74695,Atlanta,Florida Heights
ROBBERY-COMMERCIAL,2013,-84.37976,33.70722,Atlanta,Lakewood Heights
LARCENY-NON VEHICLE,2013,-84.38954,33.75445,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.37399,33.66259,Atlanta,Blair Villa/Poole Creek
LARCENY-NON VEHICLE,2013,-84.46578000000002,33.779740000000004,Atlanta,Center Hill
LARCENY-NON VEHICLE,2013,-84.40815,33.72388,Atlanta,Adair Park
LARCENY-FROM VEHICLE,2013,-84.4274,33.758590000000005,Atlanta,Hunter Hills
LARCENY-FROM VEHICLE,2013,-84.40717,33.84565,Atlanta,West Paces Ferry/Northside
LARCENY-FROM VEHICLE,2013,-84.41198,33.78226,Atlanta,Home Park
ROBBERY-PEDESTRIAN,2013,-84.42815,33.701029999999996,Atlanta,Sylvan Hills
AUTO THEFT,2013,-84.4949,33.78147,Atlanta,Collier Heights
LARCENY-NON VEHICLE,2013,-84.38844,33.757740000000005,Atlanta,Downtown
AUTO THEFT,2013,-84.41915,33.745259999999995,Atlanta,Harris Chiles
LARCENY-FROM VEHICLE,2013,-84.36054,33.68608,Atlanta,Leila Valley
LARCENY-NON VEHICLE,2013,-84.46669,33.75246,Atlanta,Florida Heights
LARCENY-FROM VEHICLE,2013,-84.41164,33.78711,Atlanta,Blandtown
LARCENY-FROM VEHICLE,2013,-84.3913,33.712990000000005,Atlanta,The Villages at Carver
LARCENY-NON VEHICLE,2013,-84.38701999999998,33.76044,Atlanta,Downtown
LARCENY-NON VEHICLE,2013,-84.45149,33.70055,Atlanta,Fort Valley
LARCENY-NON VEHICLE,2013,-84.43534,33.76057,Atlanta,Hunter Hills
LARCENY-NON VEHICLE,2013,-84.34863,33.75938,Atlanta,Edgewood
ROBBERY-PEDESTRIAN,2013,-84.3595,33.851820000000004,Atlanta,Lenox
LARCENY-NON VEHICLE,2013,-84.35777,33.76299,Atlanta,Inman Park
ROBBERY-PEDESTRIAN,2013,-84.37904,33.783809999999995,Atlanta,Midtown
AUTO THEFT,2013,-84.38334,33.83717,Atlanta,Peachtree Heights West
BURGLARY-RESIDENCE,2013,-84.35757,33.82739,Atlanta,Pine Hills
LARCENY-NON VEHICLE,2013,-84.39201,33.7532,Atlanta,Downtown
BURGLARY-NONRES,2013,-84.41974,33.745459999999994,Atlanta,Harris Chiles
LARCENY-FROM VEHICLE,2013,-84.40408000000002,33.82333,Atlanta,Peachtree Battle Alliance
LARCENY-NON VEHICLE,2013,-84.36211999999998,33.846759999999996,Atlanta,Lenox
AGG ASSAULT,2013,-84.43486,33.73859,Atlanta,Westview
LARCENY-NON VEHICLE,2013,-84.40902,33.68274,Atlanta,Perkerson
LARCENY-FROM VEHICLE,2013,-84.39061,33.76341,Atlanta,Downtown
BURGLARY-RESIDENCE,2013,-84.41351999999998,33.68947,Atlanta,Perkerson
BURGLARY-RESIDENCE,2013,-84.47227,33.768209999999996,Atlanta,Collier Heights
AGG ASSAULT,2013,-84.41025,33.6816,Atlanta,Perkerson
LARCENY-NON VEHICLE,2013,-84.3806,33.84101,Atlanta,South Tuxedo Park
ROBBERY-COMMERCIAL,2013,-84.46669,33.75246,Atlanta,Florida Heights
AUTO THEFT,2013,-84.38857,33.788740000000004,Atlanta,Midtown
LARCENY-FROM VEHICLE,2013,-84.36038,33.71505,Atlanta,Benteen Park
LARCENY-NON VEHICLE,2013,-84.40677,33.79209,Atlanta,Loring Heights
LARCENY-FROM VEHICLE,2013,-84.48973000000002,33.73303,Atlanta,Green Forest Acres
LARCENY-FROM VEHICLE,2013,-84.34527,33.75949,Atlanta,Edgewood
BURGLARY-RESIDENCE,2013,-84.42246999999998,33.755559999999996,Atlanta,Washington Park
LARCENY-NON VEHICLE,2013,-84.37897,33.71257,Atlanta,Lakewood Heights
ROBBERY-PEDESTRIAN,2013,-84.37312,33.770579999999995,Atlanta,Old Fourth Ward
BURGLARY-RESIDENCE,2013,-84.34385,33.7335,Atlanta,East Atlanta
AUTO THEFT,2013,-84.38677,33.78579000000001,Atlanta,Midtown
AUTO THEFT,2013,-84.3103,33.73957,Atlanta,East Lake
LARCENY-FROM VEHICLE,2013,-84.37167,33.836529999999996,Atlanta,Garden Hills
BURGLARY-RESIDENCE,2013,-84.42544000000002,33.76073,Atlanta,Hunter Hills
